feature,family,mask,model,n,squared_error_sum,truth_energy_sum,rmse_sd,r2
FFA(14:0),FFA,2,random_group_score_ridge,1539,1451.871655468954,1573.6285619522032,0.9712807991605897,0.07737334554489828
FFA(14:1),FFA,2,all_visible_ridge,1539,253.66400653890867,1598.0155532468725,0.4059851178057303,0.8412631178567003
FFA(14:1),FFA,2,family_score_ridge,1539,622.781562978716,1598.0155532468725,0.6361339345626985,0.6102781592373498
FFA(14:1),FFA,2,population_mean,1539,1598.0155532468725,1598.0155532468725,1.0189929775369273,0.0
FFA(14:1),FFA,2,random_group_score_ridge,1539,1483.7320650393112,1598.0155532468725,0.9818800391756553,0.07151587978937901
FFA(15:0),FFA,0,all_visible_ridge,1539,1231.8746698168598,1754.1427526045504,0.8946722203954236,0.29773408236714327
FFA(15:0),FFA,0,family_score_ridge,1539,1589.384834138864,1754.1427526045504,1.016237513404708,0.09392503444833888
FFA(15:0),FFA,0,population_mean,1539,1754.1427526045504,1754.1427526045504,1.067611287567478,0.0
FFA(15:0),FFA,0,random_group_score_ridge,1539,1679.05354707973,1754.1427526045504,1.0445108685732887,0.04280678149673289
FFA(16:0),FFA,4,all_visible_ridge,1539,81.13636098302325,1558.1185671300407,0.22960875979601442,0.9479267093694471
FFA(16:0),FFA,4,family_score_ridge,1539,702.7308192475346,1558.1185671300407,0.675733096114792,0.5489875840823064
FFA(16:0),FFA,4,population_mean,1539,1558.1185671300407,1558.1185671300407,1.006192188740445,0.0
FFA(16:0),FFA,4,random_group_score_ridge,1539,1266.5351530282078,1558.1185671300407,0.9071713253479732,0.1871381422781655
