feature,family,mask,model,n,squared_error_sum,truth_energy_sum,rmse_sd,r2
PE(P-18:1_20:4),PE,2,random_group_score_ridge,1539,1438.0392786483324,1649.6580970011364,0.96664289768732,0.12828041079390906
PI(16:0_18:1),PI,0,all_visible_ridge,1539,114.59513203753599,1577.6131780700484,0.2728750163596967,0.9273617046114407
PI(16:0_18:1),PI,0,family_score_ridge,1539,406.96737040180193,1577.6131780700484,0.5142336415267325,0.7420360224807072
PI(16:0_18:1),PI,0,population_mean,1539,1577.6131780700484,1577.6131780700484,1.0124671769104514,0.0
PI(16:0_18:1),PI,0,random_group_score_ridge,1539,967.0337921654136,1577.6131780700484,0.7926865973970585,0.38702731087197106
PI(16:0_18:2),PI,0,all_visible_ridge,1539,90.3758956116589,1583.0358353787817,0.2423298966801033,0.9429097601002606
PI(16:0_18:2),PI,0,family_score_ridge,1539,524.3345496089324,1583.0358353787817,0.5836935950233659,0.6687791028536811
PI(16:0_18:2),PI,0,population_mean,1539,1583.0358353787817,1583.0358353787817,1.0142057376828362,0.0
PI(16:0_18:2),PI,0,random_group_score_ridge,1539,1104.5814510863931,1583.0358353787817,0.8471875464426746,0.3022385050291083
PI(16:0_20:4),PI,1,all_visible_ridge,1539,153.47762239714035,1555.140449881847,0.3157935252905383,0.901309478247575
PI(16:0_20:4),PI,1,family_score_ridge,1539,542.2326476596518,1555.140449881847,0.5935721575441352,0.6513288251869158
PI(16:0_20:4),PI,1,population_mean,1539,1555.140449881847,1555.140449881847,1.0052301337283847,0.0
PI(16:0_20:4),PI,1,random_group_score_ridge,1539,871.4613406438401,1555.140449881847,0.7524969656612117,0.4396253144144955
PI(18:0_18:1),PI,3,all_visible_ridge,1539,96.78923157059313,1605.6310932754102,0.250780758183018,0.939718885629483
PI(18:0_18:1),PI,3,family_score_ridge,1539,486.43101030650786,1605.6310932754102,0.5622006157617608,0.6970468419902034
PI(18:0_18:1),PI,3,population_mean,1539,1605.6310932754102,1605.6310932754102,1.0214181598928722,0.0
PI(18:0_18:1),PI,3,random_group_score_ridge,1539,1263.8703989849466,1605.6310932754102,0.9062164914770182,0.21285131791592815
PI(18:0_18:2),PI,4,all_visible_ridge,1539,88.19479278737089,1637.6747393071505,0.23938788193324512,0.9461463313376358
PI(18:0_18:2),PI,4,family_score_ridge,1539,563.8270431113614,1637.6747393071505,0.6052762610982672,0.6557148806301432
PI(18:0_18:2),PI,4,population_mean,1539,1637.6747393071505,1637.6747393071505,1.0315600515242351,0.0
PI(18:0_18:2),PI,4,random_group_score_ridge,1539,1416.0741899504724,1637.6747393071505,0.9592320779170441,0.13531414024889366
PI(18:0_20:3),PI,2,all_visible_ridge,1539,242.8277238640065,1601.7220062730905,0.3972188270120359,0.8483958371596445
PI(18:0_20:3),PI,2,family_score_ridge,1539,696.4107912234299,1601.7220062730905,0.6726876216138766,0.5652111986374911
PI(18:0_20:3),PI,2,population_mean,1539,1601.7220062730905,1601.7220062730905,1.0201740242789825,0.0
PI(18:0_20:3),PI,2,random_group_score_ridge,1539,1021.4722790045098,1601.7220062730905,0.8146929959903491,0.36226618913647446
PI(18:0_20:4),PI,2,all_visible_ridge,1539,265.7124396705886,1567.4932619953674,0.41551493036449133,0.8304857532004026
PI(18:0_20:4),PI,2,family_score_ridge,1539,735.1855874664523,1567.4932619953674,0.6911609332497868,0.5309800652472438
PI(18:0_20:4),PI,2,population_mean,1539,1567.4932619953674,1567.4932619953674,1.0092146156035726,0.0
PI(18:0_20:4),PI,2,random_group_score_ridge,1539,1092.3256657300713,1567.4932619953674,0.8424744895731815,0.3031385255592254
PI(18:1_18:1),PI,1,all_visible_ridge,1539,178.67812948144933,1579.3681792585626,0.340734719555776,0.886867336047425
PI(18:1_18:1),PI,1,family_score_ridge,1539,772.9673206130437,1579.3681792585626,0.7086980808913114,0.5105844661401784
PI(18:1_18:1),PI,1,population_mean,1539,1579.3681792585626,1579.3681792585626,1.013030175251693,0.0
PI(18:1_18:1),PI,1,random_group_score_ridge,1539,1284.9465548705773,1579.3681792585626,0.9137412312042804,0.1864173460340337
SM(14:0),SM,0,all_visible_ridge,1539,412.89409177992934,1665.017189710321,0.5179645346124224,0.7520181206947392
SM(14:0),SM,0,family_score_ridge,1539,1076.7119211640957,1665.017189710321,0.8364316364759214,0.35333284976389845
SM(14:0),SM,0,population_mean,1539,1665.017189710321,1665.017189710321,1.040135815377808,0.0
SM(14:0),SM,0,random_group_score_ridge,1539,1370.6717753175408,1665.017189710321,0.9437292700923667,0.17678220754224783
SM(16:0),SM,0,all_visible_ridge,1539,194.00853850801604,1596.3666097422915,0.35505130408185354,0.8784686817401326
SM(16:0),SM,0,family_score_ridge,1539,418.8391595834351,1596.3666097422915,0.521680171329932,0.7376297167409119
SM(16:0),SM,0,population_mean,1539,1596.3666097422915,1596.3666097422915,1.0184671079593053,0.0
SM(16:0),SM,0,random_group_score_ridge,1539,1415.9601115194314,1596.3666097422915,0.9591934394420326,0.11301069386059381
SM(18:0),SM,1,all_visible_ridge,1539,444.0527557825658,1598.052953933158,0.5371529620155296,0.7221288852226988
SM(18:0),SM,1,family_score_ridge,1539,903.7986845026273,1598.052953933158,0.7663312617046069,0.4344375871411639
SM(18:0),SM,1,population_mean,1539,1598.052953933158,1598.052953933158,1.0190049019558145,0.0
SM(18:0),SM,1,random_group_score_ridge,1539,1330.9073427004523,1598.052953933158,0.9299392976271349,0.16716943614115032
SM(18:1),SM,1,all_visible_ridge,1539,429.8161636680346,1582.5699882977854,0.5284720971055386,0.7284062209909936
SM(18:1),SM,1,family_score_ridge,1539,1048.9596655120297,1582.5699882977854,0.8255817511022792,0.3371796045239729
SM(18:1),SM,1,population_mean,1539,1582.5699882977854,1582.5699882977854,1.0140564992589265,0.0
SM(18:1),SM,1,random_group_score_ridge,1539,1460.0169370919916,1582.5699882977854,0.9740015253939699,0.0774392615252435
SM(20:0),SM,0,all_visible_ridge,1539,54.36222000405468,1571.0884816569906,0.1879443532662312,0.9653983714865505
SM(20:0),SM,0,family_score_ridge,1539,1052.3250695270526,1571.0884816569906,0.8269050580334684,0.33019363211345687
SM(20:0),SM,0,population_mean,1539,1571.0884816569906,1571.0884816569906,1.0103713255539364,0.0
SM(20:0),SM,0,random_group_score_ridge,1539,1424.1200831005885,1571.0884816569906,0.961953314902737,0.0935455897438684
SM(20:1),SM,1,all_visible_ridge,1539,507.295503423764,1618.1394736515538,0.5741312636302689,0.6864945749830933
SM(20:1),SM,1,family_score_ridge,1539,1074.2264632144065,1618.1394736515538,0.8354656785735355,0.3361348136509722
SM(20:1),SM,1,population_mean,1539,1618.1394736515538,1618.1394736515538,1.0253890285850196,0.0
SM(20:1),SM,1,random_group_score_ridge,1539,1549.118964272646,1618.1394736515538,1.0032821265816951,0.04265423994827433
SM(22:0),SM,3,all_visible_ridge,1539,66.38219075721078,1592.605830263354,0.20768564545394644,0.9583185057496406
SM(22:0),SM,3,family_score_ridge,1539,935.9735047377445,1592.605830263354,0.7798524979815229,0.4123005913001263
SM(22:0),SM,3,population_mean,1539,1592.605830263354,1592.605830263354,1.0172667293348712,0.0
SM(22:0),SM,3,random_group_score_ridge,1539,1316.065246063638,1592.605830263354,0.9247394821531717,0.1736403188690997
SM(22:1),SM,2,all_visible_ridge,1539,94.04237307497917,1612.3961630456683,0.24719659250152687,0.941675392666935
SM(22:1),SM,2,family_score_ridge,1539,449.61485504178444,1612.3961630456683,0.5405066180776096,0.7211511256684565
SM(22:1),SM,2,population_mean,1539,1612.3961630456683,1612.3961630456683,1.0235676891123109,0.0
SM(22:1),SM,2,random_group_score_ridge,1539,1369.1635108869782,1612.3961630456683,0.9432098951767364,0.1508516689218895
SM(24:0),SM,3,all_visible_ridge,1539,364.6363972128685,1611.3105195290284,0.4867553106356553,0.7737019694258258
SM(24:0),SM,3,family_score_ridge,1539,905.8795453863139,1611.3105195290284,0.7672129358984705,0.4377995213169127
SM(24:0),SM,3,population_mean,1539,1611.3105195290284,1611.3105195290284,1.0232230415732368,0.0
SM(24:0),SM,3,random_group_score_ridge,1539,1182.3739106873772,1611.3105195290284,0.876512490496112,0.2662035676196203
SM(24:1),SM,4,all_visible_ridge,1539,225.13106019798002,1609.6836364682804,0.38247090050392163,0.8601395609065593
SM(24:1),SM,4,family_score_ridge,1539,764.7832188699912,1609.6836364682804,0.7049362843248735,0.5248860076953006
SM(24:1),SM,4,population_mean,1539,1609.6836364682804,1609.6836364682804,1.0227063551202276,0.0
SM(24:1),SM,4,random_group_score_ridge,1539,1329.8377108360787,1609.6836364682804,0.9295655328246178,0.17385150677570183
SM(26:0),SM,4,all_visible_ridge,1539,223.67793722383317,1543.8453441884944,0.38123456069577094,0.855116357304943
SM(26:0),SM,4,family_score_ridge,1539,1228.829743254119,1543.8453441884944,0.8935658185941991,0.20404608668879332
SM(26:0),SM,4,population_mean,1539,1543.8453441884944,1543.8453441884944,1.001572948812214,0.0
SM(26:0),SM,4,random_group_score_ridge,1539,1503.1942517642497,1543.8453441884944,0.9882987436015745,0.02633106520498829
SM(26:1),SM,2,all_visible_ridge,1539,319.5554374329114,1562.0382161026255,0.4556735244723744,0.7954240593228119
SM(26:1),SM,2,family_score_ridge,1539,891.5865828090259,1562.0382161026255,0.7611363306570123,0.42921589650118463
SM(26:1),SM,2,population_mean,1539,1562.0382161026255,1562.0382161026255,1.0074569971499128,0.0
SM(26:1),SM,2,random_group_score_ridge,1539,1272.4002374840043,1562.0382161026255,0.9092693685536736,0.18542310657500083
TAG44:1-FA16:0,TAG,4,all_visible_ridge,1539,17.049627763355232,1570.7284508736539,0.10525388645065019,0.9891454008145889
TAG44:1-FA16:0,TAG,4,family_score_ridge,1539,714.931424894355,1570.7284508736539,0.6815737936486883,0.5448408510734599
TAG44:1-FA16:0,TAG,4,population_mean,1539,1570.7284508736539,1570.7284508736539,1.0102555505270907,0.0
TAG44:1-FA16:0,TAG,4,random_group_score_ridge,1539,410.0366255844352,1570.7284508736539,0.5161691156348911,0.7389512965424616
TAG44:1-FA18:1,TAG,2,all_visible_ridge,1539,21.856742140067528,1561.4022101794278,0.11917177401524748,0.9860018501334413
TAG44:1-FA18:1,TAG,2,family_score_ridge,1539,763.553857807322,1561.4022101794278,0.7043694768009273,0.5109819540222256
TAG44:1-FA18:1,TAG,2,population_mean,1539,1561.4022101794278,1561.4022101794278,1.007251876095033,0.0
TAG44:1-FA18:1,TAG,2,random_group_score_ridge,1539,341.2548510881144,1561.4022101794278,0.47089069314604454,0.7814433405670027
TAG46:0-FA14:0,TAG,3,all_visible_ridge,1539,3.9288270998048467,1565.574834803041,0.050525677822581945,0.9974904891082392
TAG46:0-FA14:0,TAG,3,family_score_ridge,1539,603.2838106382108,1565.574834803041,0.6260968598129073,0.6146566761121275
TAG46:0-FA14:0,TAG,3,population_mean,1539,1565.574834803041,1565.574834803041,1.0085968465954769,0.0
TAG46:0-FA14:0,TAG,3,random_group_score_ridge,1539,241.00362156210795,1565.574834803041,0.3957240766931727,0.8460606186273889
TAG46:0-FA16:0,TAG,0,all_visible_ridge,1539,3.4506823535698983,1566.3435780032337,0.04735143898816008,0.9977969824743248
TAG46:0-FA16:0,TAG,0,family_score_ridge,1539,544.4971812816751,1566.3435780032337,0.5948103378933205,0.6523769184946018
TAG46:0-FA16:0,TAG,0,population_mean,1539,1566.3435780032337,1566.3435780032337,1.008844441534262,0.0
TAG46:0-FA16:0,TAG,0,random_group_score_ridge,1539,373.7808912500671,1566.3435780032337,0.49282103639320685,0.7613672399215496
TAG46:1-FA12:0,TAG,4,all_visible_ridge,1539,6.028041613712592,1558.0209358449592,0.06258479167705956,0.996130962379884
TAG46:1-FA12:0,TAG,4,family_score_ridge,1539,724.1723562278165,1558.0209358449592,0.6859645325955913,0.5351972880678415
TAG46:1-FA12:0,TAG,4,population_mean,1539,1558.0209358449592,1558.0209358449592,1.0061606643823495,0.0
TAG46:1-FA12:0,TAG,4,random_group_score_ridge,1539,480.33055243622084,1558.0209358449592,0.5586641407105015,0.6917046867693573
TAG46:1-FA14:0,TAG,4,all_visible_ridge,1539,3.9868673476095156,1559.542220292189,0.05089751546949857,0.9974435656209022
TAG46:1-FA14:0,TAG,4,family_score_ridge,1539,507.04986241260565,1559.542220292189,0.5739922447944868,0.6748726287656341
TAG46:1-FA14:0,TAG,4,population_mean,1539,1559.542220292189,1559.542220292189,1.0066517627610396,0.0
TAG46:1-FA14:0,TAG,4,random_group_score_ridge,1539,287.8759119083452,1559.542220292189,0.43249725303701614,0.8154099913663062
TAG46:1-FA16:0,TAG,1,all_visible_ridge,1539,3.967612916744384,1562.1550226092404,0.050774462870186374,0.9974601669749028
TAG46:1-FA16:0,TAG,1,family_score_ridge,1539,572.3552222022493,1562.1550226092404,0.6098366413854208,0.6336117645697836
TAG46:1-FA16:0,TAG,1,population_mean,1539,1562.1550226092404,1562.1550226092404,1.0074946643885696,0.0
TAG46:1-FA16:0,TAG,1,random_group_score_ridge,1539,397.5088440473256,1562.1550226092404,0.5082227336604576,0.745538158317109
TAG46:1-FA18:1,TAG,2,all_visible_ridge,1539,4.610917411045914,1554.0903597195029,0.05473616446632587,0.997033044197071
TAG46:1-FA18:1,TAG,2,family_score_ridge,1539,628.8254708248609,1554.0903597195029,0.639213226000727,0.5953739324794748
TAG46:1-FA18:1,TAG,2,population_mean,1539,1554.0903597195029,1554.0903597195029,1.004890691549081,0.0
TAG46:1-FA18:1,TAG,2,random_group_score_ridge,1539,263.94369383184153,1554.0903597195029,0.4141296594178128,0.8301619386665003
TAG46:2-FA12:0,TAG,3,all_visible_ridge,1539,7.371322769346779,1554.6709470946005,0.06920753868533108,0.9952585961787461
TAG46:2-FA12:0,TAG,3,family_score_ridge,1539,652.4021740982262,1554.6709470946005,0.6510860493042279,0.5803599627834763
TAG46:2-FA12:0,TAG,3,population_mean,1539,1554.6709470946005,1554.6709470946005,1.005078380882998,0.0
TAG46:2-FA12:0,TAG,3,random_group_score_ridge,1539,258.4202467788688,1554.6709470946005,0.4097735842750669,0.8337781719907935
TAG46:2-FA14:0,TAG,4,all_visible_ridge,1539,7.2299639714222925,1555.3745848014462,0.0685407348961583,0.9953516252341584
TAG46:2-FA14:0,TAG,4,family_score_ridge,1539,501.6625461389235,1555.3745848014462,0.5709348182515742,0.6774651257382066
TAG46:2-FA14:0,TAG,4,population_mean,1539,1555.3745848014462,1555.3745848014462,1.0053058023339305,0.0
TAG46:2-FA14:0,TAG,4,random_group_score_ridge,1539,294.36755527465107,1555.3745848014462,0.437346505348464,0.810741696469067
TAG46:2-FA16:0,TAG,2,all_visible_ridge,1539,7.3678234078206035,1559.0882711667236,0.06919110941237892,0.9952742743665777
TAG46:2-FA16:0,TAG,2,family_score_ridge,1539,613.4644640937082,1559.0882711667236,0.6313575748538592,0.6065235846879728
TAG46:2-FA16:0,TAG,2,population_mean,1539,1559.0882711667236,1559.0882711667236,1.0065052447829812,0.0
TAG46:2-FA16:0,TAG,2,random_group_score_ridge,1539,285.25412841641753,1559.0882711667236,0.4305232988606653,0.817037858797468
TAG46:2-FA18:1,TAG,2,all_visible_ridge,1539,12.977172490617356,1552.549623796962,0.0918270703284467,0.9916413799007081
TAG46:2-FA18:1,TAG,2,family_score_ridge,1539,575.3966290708438,1552.549623796962,0.6114547832529086,0.6293859981984753
TAG46:2-FA18:1,TAG,2,population_mean,1539,1552.549623796962,1552.549623796962,1.0043924402379394,0.0
TAG46:2-FA18:1,TAG,2,random_group_score_ridge,1539,282.4733880755253,1552.549623796962,0.4284197264802105,0.8180583836124349
TAG46:2-FA18:2,TAG,4,all_visible_ridge,1539,6.619082894313154,1551.653031957173,0.06558123639277601,0.9957341733248417
TAG46:2-FA18:2,TAG,4,family_score_ridge,1539,657.807287086531,1551.653031957173,0.6537775904755472,0.5760603217738648
TAG46:2-FA18:2,TAG,4,population_mean,1539,1551.653031957173,1551.653031957173,1.0041023818388926,0.0
TAG46:2-FA18:2,TAG,4,random_group_score_ridge,1539,426.05187851085753,1551.653031957173,0.5261528562520663,0.7254206515657317
TAG46:3-FA18:2,TAG,1,all_visible_ridge,1539,18.674193522923588,1550.900951553958,0.11015434125483335,0.987959132074674
TAG46:3-FA18:2,TAG,1,family_score_ridge,1539,521.390880248093,1550.900951553958,0.582052830280231,0.6638141979823571
TAG46:3-FA18:2,TAG,1,population_mean,1539,1550.900951553958,1550.900951553958,1.0038590100162852,0.0
TAG46:3-FA18:2,TAG,1,random_group_score_ridge,1539,494.221921506331,1550.900951553958,0.5666849678883537,0.6813323758611826
TAG47:0-FA16:0,TAG,2,all_visible_ridge,1539,11.665952351096276,1559.331678690587,0.08706443563608024,0.9925186203098929
TAG47:0-FA16:0,TAG,2,family_score_ridge,1539,688.540347808442,1559.331678690587,0.6688756520850524,0.5584388124618695
TAG47:0-FA16:0,TAG,2,population_mean,1539,1559.331678690587,1559.331678690587,1.0065838103756304,0.0
TAG47:0-FA16:0,TAG,2,random_group_score_ridge,1539,110.54377260830194,1559.331678690587,0.26800804518912513,0.9291082364842812
TAG47:1-FA16:1,TAG,2,all_visible_ridge,1539,188.75096630684925,1548.1076852762699,0.3502073703945342,0.8780763327370438
TAG47:1-FA16:1,TAG,2,family_score_ridge,1539,730.3543494034603,1548.1076852762699,0.6888862240108145,0.5282276831581494
TAG47:1-FA16:1,TAG,2,population_mean,1539,1548.1076852762699,1548.1076852762699,1.0029545972555889,0.0
TAG47:1-FA16:1,TAG,2,random_group_score_ridge,1539,522.6771382895782,1548.1076852762699,0.5827703427962604,0.6623767563066498
TAG47:1-FA18:1,TAG,0,all_visible_ridge,1539,13.434365941042518,1551.3587515854854,0.09343062994951479,0.9913402583849077
TAG47:1-FA18:1,TAG,0,family_score_ridge,1539,549.237325339036,1551.3587515854854,0.5973938011869387,0.6459636916491968
TAG47:1-FA18:1,TAG,0,population_mean,1539,1551.3587515854854,1551.3587515854854,1.0040071602823861,0.0
TAG47:1-FA18:1,TAG,0,random_group_score_ridge,1539,263.12514180960795,1551.3587515854854,0.41348700360530377,0.8303905260206934
TAG47:2-FA18:1,TAG,4,all_visible_ridge,1539,52.32296151856209,1548.002743710386,0.18438553543615624,0.9661996971703358
TAG47:2-FA18:1,TAG,4,family_score_ridge,1539,518.018697736756,1548.002743710386,0.580167515040237,0.6653631914791545
TAG47:2-FA18:1,TAG,4,population_mean,1539,1548.002743710386,1548.002743710386,1.0029206030410132,0.0
TAG47:2-FA18:1,TAG,4,random_group_score_ridge,1539,361.12105924995205,1548.002743710386,0.48440330533109843,0.7667180754574207
TAG48:0-FA14:0,TAG,4,all_visible_ridge,1539,3.5156431337779446,1559.2812146319302,0.04779506782062216,0.9977453437514747
TAG48:0-FA14:0,TAG,4,family_score_ridge,1539,485.9739208832358,1559.2812146319302,0.561936409382091,0.6883346529651161
TAG48:0-FA14:0,TAG,4,population_mean,1539,1559.2812146319302,1559.2812146319302,1.0065675223991446,0.0
TAG48:0-FA14:0,TAG,4,random_group_score_ridge,1539,265.43265250544925,1559.2812146319302,0.415296110417347,0.8297724297485974
TAG48:0-FA16:0,TAG,4,all_visible_ridge,1539,4.434382747122754,1565.2875308286532,0.05367811766929806,0.9971670490821739
TAG48:0-FA16:0,TAG,4,family_score_ridge,1539,561.4758539979788,1565.2875308286532,0.6040129253863483,0.6412953895437108
TAG48:0-FA16:0,TAG,4,population_mean,1539,1565.2875308286532,1565.2875308286532,1.0085042968266291,0.0
TAG48:0-FA16:0,TAG,4,random_group_score_ridge,1539,324.265135667996,1565.2875308286532,0.4590191648247496,0.7928398908944658
TAG48:0-FA18:0,TAG,4,all_visible_ridge,1539,5.623162200889702,1566.3294680837125,0.06044647722378235,0.9964099748389659
TAG48:0-FA18:0,TAG,4,family_score_ridge,1539,562.6391214518454,1566.3294680837125,0.6046382995874763,0.640791332273029
TAG48:0-FA18:0,TAG,4,population_mean,1539,1566.3294680837125,1566.3294680837125,1.008839897593157,0.0
TAG48:0-FA18:0,TAG,4,random_group_score_ridge,1539,297.641753863139,1566.3294680837125,0.4397720434537297,0.8099750021128814
TAG48:1-FA14:0,TAG,3,all_visible_ridge,1539,1.3473817159933152,1552.3076354866266,0.02958870888198738,0.9991320137289855
TAG48:1-FA14:0,TAG,3,family_score_ridge,1539,388.1823727764445,1552.3076354866266,0.5022253097097849,0.7499320599200978
TAG48:1-FA14:0,TAG,3,population_mean,1539,1552.3076354866266,1552.3076354866266,1.0043141623209761,0.0
TAG48:1-FA14:0,TAG,3,random_group_score_ridge,1539,180.55304693712208,1552.3076354866266,0.3425177645939806,0.8836873292319268
TAG48:1-FA16:0,TAG,1,all_visible_ridge,1539,1.5371079265331717,1554.4297553685365,0.03160333182660764,0.9990111435262838
TAG48:1-FA16:0,TAG,1,family_score_ridge,1539,362.6755051080899,1554.4297553685365,0.48544474300457685,0.7666826025071143
TAG48:1-FA16:0,TAG,1,population_mean,1539,1554.4297553685365,1554.4297553685365,1.005000413904575,0.0
TAG48:1-FA16:0,TAG,1,random_group_score_ridge,1539,214.76422568242228,1554.4297553685365,0.373561112706944,0.8618372911733767
TAG48:1-FA16:1,TAG,1,all_visible_ridge,1539,3.103295857078203,1556.935178033587,0.044904749796728906,0.9980067918684979
TAG48:1-FA16:1,TAG,1,family_score_ridge,1539,443.1411025840531,1556.935178033587,0.5366012834046909,0.7153760099738118
TAG48:1-FA16:1,TAG,1,population_mean,1539,1556.935178033587,1556.935178033587,1.005810015309262,0.0
TAG48:1-FA16:1,TAG,1,random_group_score_ridge,1539,236.27402172928515,1556.935178033587,0.39182187354820885,0.8482441497482895
TAG48:1-FA18:1,TAG,2,all_visible_ridge,1539,1.7371581422573237,1551.128172615177,0.033596989854192565,0.9988800679576798
TAG48:1-FA18:1,TAG,2,family_score_ridge,1539,376.1444664757631,1551.128172615177,0.4943767392213624,0.757502653154968
TAG48:1-FA18:1,TAG,2,population_mean,1539,1551.128172615177,1551.128172615177,1.0039325445496639,0.0
TAG48:1-FA18:1,TAG,2,random_group_score_ridge,1539,74.94905939216932,1551.128172615177,0.22068041068393268,0.9516809373233119
TAG48:2-FA12:0,TAG,3,all_visible_ridge,1539,8.563945516004498,1549.5057006933876,0.07459636029635502,0.9944731113204861
TAG48:2-FA12:0,TAG,3,family_score_ridge,1539,673.5329004896892,1549.5057006933876,0.6615460756400342,0.5653240254693543
TAG48:2-FA12:0,TAG,3,population_mean,1539,1549.5057006933876,1549.5057006933876,1.0034073530924605,0.0
TAG48:2-FA12:0,TAG,3,random_group_score_ridge,1539,446.4747963275479,1549.5057006933876,0.5386158929467816,0.7118598556121768
TAG48:2-FA14:0,TAG,3,all_visible_ridge,1539,2.458816447473194,1548.3586424422037,0.039970883225549765,0.9984119851951129
TAG48:2-FA14:0,TAG,3,family_score_ridge,1539,289.61709002260386,1548.3586424422037,0.43380323152254724,0.8129521920284599
TAG48:2-FA14:0,TAG,3,population_mean,1539,1548.3586424422037,1548.3586424422037,1.0030358863177318,0.0
TAG48:2-FA14:0,TAG,3,random_group_score_ridge,1539,129.36421315676523,1548.3586424422037,0.28992640185127283,0.9164507436386179
TAG48:2-FA14:1,TAG,1,all_visible_ridge,1539,5.784397835897757,1554.6695864377261,0.06130695803289709,0.996279339425973
TAG48:2-FA14:1,TAG,1,family_score_ridge,1539,403.9997746922846,1554.6695864377261,0.5123553217821295,0.7401378542317891
TAG48:2-FA14:1,TAG,1,population_mean,1539,1554.6695864377261,1554.6695864377261,1.005077941057738,0.0
TAG48:2-FA14:1,TAG,1,random_group_score_ridge,1539,227.5305651161543,1554.6695864377261,0.3845037350049006,0.8536469954123798
TAG48:2-FA16:0,TAG,3,all_visible_ridge,1539,2.094390599648751,1550.8789757974569,0.036890074310277174,0.9986495460752688
TAG48:2-FA16:0,TAG,3,family_score_ridge,1539,327.2597511441205,1550.8789757974569,0.46113383382618284,0.7889843396865673
TAG48:2-FA16:0,TAG,3,population_mean,1539,1550.8789757974569,1550.8789757974569,1.003851897815054,0.0
TAG48:2-FA16:0,TAG,3,random_group_score_ridge,1539,130.66394475158222,1550.8789757974569,0.2913792175869341,0.9157484582674188
TAG48:2-FA16:1,TAG,3,all_visible_ridge,1539,2.411267734006887,1566.7502529608578,0.039582517045092115,0.9984609750472674
TAG48:2-FA16:1,TAG,3,family_score_ridge,1539,387.8731622882878,1566.7502529608578,0.5020252436049021,0.7524345941190806
TAG48:2-FA16:1,TAG,3,population_mean,1539,1566.7502529608578,1566.7502529608578,1.008975397842212,0.0
TAG48:2-FA16:1,TAG,3,random_group_score_ridge,1539,231.0874535097902,1566.7502529608578,0.3874974719654191,0.852505239381274
TAG48:2-FA18:1,TAG,2,all_visible_ridge,1539,4.104928961078283,1554.490697220183,0.05164562208070349,0.9973593094069853
TAG48:2-FA18:1,TAG,2,family_score_ridge,1539,415.62289172529984,1554.490697220183,0.519673319014909,0.7326308272744654
TAG48:2-FA18:1,TAG,2,population_mean,1539,1554.490697220183,1554.490697220183,1.0050201143721038,0.0
TAG48:2-FA18:1,TAG,2,random_group_score_ridge,1539,197.38889085990428,1554.490697220183,0.3581311055994139,0.8730202173529344
TAG48:2-FA18:2,TAG,4,all_visible_ridge,1539,2.614467640117746,1549.3435130601465,0.04121661537283911,0.9983125319736526
TAG48:2-FA18:2,TAG,4,family_score_ridge,1539,338.20897774192565,1549.3435130601465,0.4687845133003895,0.7817082042226253
TAG48:2-FA18:2,TAG,4,population_mean,1539,1549.3435130601465,1549.3435130601465,1.0033548381122146,0.0
TAG48:2-FA18:2,TAG,4,random_group_score_ridge,1539,230.7272470465267,1549.3435130601465,0.3871953492705827,0.8510806382822027
TAG48:3-FA12:0,TAG,4,all_visible_ridge,1539,6.566523198882043,1545.7445981763876,0.06532033923612197,0.9957518705181768
TAG48:3-FA12:0,TAG,4,family_score_ridge,1539,694.8493685954744,1545.7445981763876,0.6719330819834115,0.550475952227016
TAG48:3-FA12:0,TAG,4,population_mean,1539,1545.7445981763876,1545.7445981763876,1.0021888319849797,0.0
TAG48:3-FA12:0,TAG,4,random_group_score_ridge,1539,515.7429303431928,1545.7445981763876,0.578891712030916,0.6663466067087362
TAG48:3-FA14:0,TAG,3,all_visible_ridge,1539,4.604990759668167,1549.5491980184609,0.05470097553911249,0.9970281738936996
TAG48:3-FA14:0,TAG,3,family_score_ridge,1539,285.89342358197854,1549.5491980184609,0.43100546090591507,0.8154989696696469
TAG48:3-FA14:0,TAG,3,population_mean,1539,1549.5491980184609,1549.5491980184609,1.0034214366900562,0.0
TAG48:3-FA14:0,TAG,3,random_group_score_ridge,1539,158.92877846386006,1549.5491980184609,0.32135270709095465,0.8974354743514464
TAG48:3-FA14:1,TAG,0,all_visible_ridge,1539,7.699532304125298,1551.0846805019473,0.07073149911420663,0.9950360335570888
TAG48:3-FA14:1,TAG,0,family_score_ridge,1539,277.5160370852844,1551.0846805019473,0.4246437463291801,0.8210826007284933
TAG48:3-FA14:1,TAG,0,population_mean,1539,1551.0846805019473,1551.0846805019473,1.0039184698088575,0.0
TAG48:3-FA14:1,TAG,0,random_group_score_ridge,1539,205.178232054489,1551.0846805019473,0.3651290033936309,0.8677195161336445
TAG48:3-FA16:0,TAG,2,all_visible_ridge,1539,5.212682032726942,1550.3104465244428,0.058198435125221826,0.9966376527717962
TAG48:3-FA16:0,TAG,2,family_score_ridge,1539,336.73522997089475,1550.3104465244428,0.46776203246888776,0.7827949681137715
TAG48:3-FA16:0,TAG,2,population_mean,1539,1550.3104465244428,1550.3104465244428,1.0036678823269094,0.0
TAG48:3-FA16:0,TAG,2,random_group_score_ridge,1539,124.91042856299057,1550.3104465244428,0.2848918591079057,0.9194287641917007
TAG48:3-FA16:1,TAG,3,all_visible_ridge,1539,3.9699383786079583,1560.1906255208612,0.05078934042798532,0.9974554786359631
