dataset,feature,family,complete,accepted,exclusion_reason,mask,raw_descriptors,filtered_descriptors,filtered_descriptor_count
ST002081,CE(14:0),CE,False,False,incomplete_across_eligible_samples,,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:CE;family_unsaturation:CE:0;total_carbon:14;total_unsaturation:0,,0
ST002081,CE(14:1),CE,False,False,incomplete_across_eligible_samples,,acyl:14:1;chain_carbon:14;chain_unsaturation:1;family:CE;family_unsaturation:CE:1;total_carbon:14;total_unsaturation:1,,0
ST002081,CE(15:0),CE,False,False,incomplete_across_eligible_samples,,acyl:15:0;chain_carbon:15;chain_unsaturation:0;family:CE;family_unsaturation:CE:0;total_carbon:15;total_unsaturation:0,,0
ST002081,CE(16:0),CE,False,False,incomplete_across_eligible_samples,,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:CE;family_unsaturation:CE:0;total_carbon:16;total_unsaturation:0,,0
ST002081,CE(16:1),CE,True,True,accepted,1.0,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:CE;family_unsaturation:CE:1;total_carbon:16;total_unsaturation:1,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:CE;total_carbon:16;total_unsaturation:1,6
ST002081,CE(17:0),CE,False,False,incomplete_across_eligible_samples,,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:CE;family_unsaturation:CE:0;total_carbon:17;total_unsaturation:0,,0
ST002081,CE(18:0),CE,False,False,incomplete_across_eligible_samples,,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:CE;family_unsaturation:CE:0;total_carbon:18;total_unsaturation:0,,0
ST002081,CE(18:1),CE,True,True,accepted,2.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:CE;family_unsaturation:CE:1;total_carbon:18;total_unsaturation:1,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:CE;total_carbon:18;total_unsaturation:1,6
ST002081,CE(18:2),CE,True,True,accepted,3.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:CE;family_unsaturation:CE:2;total_carbon:18;total_unsaturation:2,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:CE;total_carbon:18;total_unsaturation:2,6
ST002081,CE(18:3),CE,True,True,accepted,4.0,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:CE;family_unsaturation:CE:3;total_carbon:18;total_unsaturation:3,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:CE;total_carbon:18;total_unsaturation:3,6
ST002081,CE(18:4),CE,True,True,accepted,1.0,acyl:18:4;chain_carbon:18;chain_unsaturation:4;family:CE;family_unsaturation:CE:4;total_carbon:18;total_unsaturation:4,chain_carbon:18;chain_unsaturation:4;family:CE;total_carbon:18;total_unsaturation:4,5
ST002081,CE(20:0),CE,False,False,incomplete_across_eligible_samples,,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:CE;family_unsaturation:CE:0;total_carbon:20;total_unsaturation:0,,0
ST002081,CE(20:1),CE,False,False,incomplete_across_eligible_samples,,acyl:20:1;chain_carbon:20;chain_unsaturation:1;family:CE;family_unsaturation:CE:1;total_carbon:20;total_unsaturation:1,,0
ST002081,CE(20:2),CE,True,True,accepted,3.0,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:CE;family_unsaturation:CE:2;total_carbon:20;total_unsaturation:2,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:CE;total_carbon:20;total_unsaturation:2,6
ST002081,CE(20:3),CE,True,True,accepted,0.0,acyl:20:3;chain_carbon:20;chain_unsaturation:3;family:CE;family_unsaturation:CE:3;total_carbon:20;total_unsaturation:3,acyl:20:3;chain_carbon:20;chain_unsaturation:3;family:CE;total_carbon:20;total_unsaturation:3,6
ST002081,CE(20:4),CE,True,True,accepted,0.0,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:CE;family_unsaturation:CE:4;total_carbon:20;total_unsaturation:4,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:CE;total_carbon:20;total_unsaturation:4,6
ST002081,CE(20:5),CE,True,True,accepted,1.0,acyl:20:5;chain_carbon:20;chain_unsaturation:5;family:CE;family_unsaturation:CE:5;total_carbon:20;total_unsaturation:5,acyl:20:5;chain_carbon:20;chain_unsaturation:5;family:CE;total_carbon:20;total_unsaturation:5,6
ST002081,CE(22:0),CE,False,False,incomplete_across_eligible_samples,,acyl:22:0;chain_carbon:22;chain_unsaturation:0;family:CE;family_unsaturation:CE:0;total_carbon:22;total_unsaturation:0,,0
ST002081,CE(22:1),CE,False,False,incomplete_across_eligible_samples,,acyl:22:1;chain_carbon:22;chain_unsaturation:1;family:CE;family_unsaturation:CE:1;total_carbon:22;total_unsaturation:1,,0
ST002081,CE(22:2),CE,False,False,incomplete_across_eligible_samples,,acyl:22:2;chain_carbon:22;chain_unsaturation:2;family:CE;family_unsaturation:CE:2;total_carbon:22;total_unsaturation:2,,0
ST002081,CE(22:4),CE,True,True,accepted,2.0,acyl:22:4;chain_carbon:22;chain_unsaturation:4;family:CE;family_unsaturation:CE:4;total_carbon:22;total_unsaturation:4,acyl:22:4;chain_carbon:22;chain_unsaturation:4;family:CE;total_carbon:22;total_unsaturation:4,6
ST002081,CE(22:5),CE,True,True,accepted,4.0,acyl:22:5;chain_carbon:22;chain_unsaturation:5;family:CE;family_unsaturation:CE:5;total_carbon:22;total_unsaturation:5,acyl:22:5;chain_carbon:22;chain_unsaturation:5;family:CE;total_carbon:22;total_unsaturation:5,6
ST002081,CE(22:6),CE,True,True,accepted,0.0,acyl:22:6;chain_carbon:22;chain_unsaturation:6;family:CE;family_unsaturation:CE:6;total_carbon:22;total_unsaturation:6,acyl:22:6;chain_carbon:22;chain_unsaturation:6;family:CE;total_carbon:22;total_unsaturation:6,6
ST002081,CE(24:0),CE,False,False,incomplete_across_eligible_samples,,acyl:24:0;chain_carbon:24;chain_unsaturation:0;family:CE;family_unsaturation:CE:0;total_carbon:24;total_unsaturation:0,,0
ST002081,CE(24:1),CE,False,False,incomplete_across_eligible_samples,,acyl:24:1;chain_carbon:24;chain_unsaturation:1;family:CE;family_unsaturation:CE:1;total_carbon:24;total_unsaturation:1,,0
ST002081,CER(14:0),Cer,False,False,incomplete_across_eligible_samples,,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:Cer;family_unsaturation:Cer:0;total_carbon:14;total_unsaturation:0,,0
ST002081,CER(16:0),Cer,False,False,incomplete_across_eligible_samples,,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:Cer;family_unsaturation:Cer:0;total_carbon:16;total_unsaturation:0,,0
ST002081,CER(18:0),Cer,False,False,incomplete_across_eligible_samples,,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:Cer;family_unsaturation:Cer:0;total_carbon:18;total_unsaturation:0,,0
ST002081,CER(20:0),Cer,False,False,incomplete_across_eligible_samples,,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:Cer;family_unsaturation:Cer:0;total_carbon:20;total_unsaturation:0,,0
ST002081,CER(22:0),Cer,True,False,unrecognized_or_undersized_lipid_family,,acyl:22:0;chain_carbon:22;chain_unsaturation:0;family:Cer;family_unsaturation:Cer:0;total_carbon:22;total_unsaturation:0,,0
ST002081,CER(22:1),Cer,False,False,incomplete_across_eligible_samples,,acyl:22:1;chain_carbon:22;chain_unsaturation:1;family:Cer;family_unsaturation:Cer:1;total_carbon:22;total_unsaturation:1,,0
ST002081,CER(24:0),Cer,True,False,unrecognized_or_undersized_lipid_family,,acyl:24:0;chain_carbon:24;chain_unsaturation:0;family:Cer;family_unsaturation:Cer:0;total_carbon:24;total_unsaturation:0,,0
ST002081,CER(24:1),Cer,True,False,unrecognized_or_undersized_lipid_family,,acyl:24:1;chain_carbon:24;chain_unsaturation:1;family:Cer;family_unsaturation:Cer:1;total_carbon:24;total_unsaturation:1,,0
ST002081,CER(26:0),Cer,False,False,incomplete_across_eligible_samples,,acyl:26:0;chain_carbon:26;chain_unsaturation:0;family:Cer;family_unsaturation:Cer:0;total_carbon:26;total_unsaturation:0,,0
ST002081,CER(26:1),Cer,False,False,incomplete_across_eligible_samples,,acyl:26:1;chain_carbon:26;chain_unsaturation:1;family:Cer;family_unsaturation:Cer:1;total_carbon:26;total_unsaturation:1,,0
ST002081,DAG(12:0_16:0),DAG,False,False,incomplete_across_eligible_samples,,acyl:12:0;acyl:16:0;chain_carbon:12;chain_carbon:16;chain_unsaturation:0;family:DAG;family_unsaturation:DAG:0;total_carbon:28;total_unsaturation:0,,0
ST002081,DAG(12:0_18:0),DAG,False,False,incomplete_across_eligible_samples,,acyl:12:0;acyl:18:0;chain_carbon:12;chain_carbon:18;chain_unsaturation:0;family:DAG;family_unsaturation:DAG:0;total_carbon:30;total_unsaturation:0,,0
ST002081,DAG(12:0_18:1),DAG,False,False,incomplete_across_eligible_samples,,acyl:12:0;acyl:18:1;chain_carbon:12;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:1;total_carbon:30;total_unsaturation:1,,0
ST002081,DAG(14:0_14:0),DAG,False,False,incomplete_across_eligible_samples,,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:DAG;family_unsaturation:DAG:0;total_carbon:28;total_unsaturation:0,,0
ST002081,DAG(14:0_16:0),DAG,False,False,incomplete_across_eligible_samples,,acyl:14:0;acyl:16:0;chain_carbon:14;chain_carbon:16;chain_unsaturation:0;family:DAG;family_unsaturation:DAG:0;total_carbon:30;total_unsaturation:0,,0
ST002081,DAG(14:0_18:1),DAG,False,False,incomplete_across_eligible_samples,,acyl:14:0;acyl:18:1;chain_carbon:14;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:1;total_carbon:32;total_unsaturation:1,,0
ST002081,DAG(14:0_18:2),DAG,False,False,incomplete_across_eligible_samples,,acyl:14:0;acyl:18:2;chain_carbon:14;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:2;family:DAG;family_unsaturation:DAG:2;total_carbon:32;total_unsaturation:2,,0
ST002081,DAG(14:1_18:1),DAG,False,False,incomplete_across_eligible_samples,,acyl:14:1;acyl:18:1;chain_carbon:14;chain_carbon:18;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:2;total_carbon:32;total_unsaturation:2,,0
ST002081,DAG(15:0_18:1),DAG,False,False,incomplete_across_eligible_samples,,acyl:15:0;acyl:18:1;chain_carbon:15;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:1;total_carbon:33;total_unsaturation:1,,0
ST002081,DAG(16:0_16:0),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:DAG;family_unsaturation:DAG:0;total_carbon:32;total_unsaturation:0,,0
ST002081,DAG(16:0_16:1),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;acyl:16:1;chain_carbon:16;chain_unsaturation:0;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:1;total_carbon:32;total_unsaturation:1,,0
ST002081,DAG(16:0_18:0),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;acyl:18:0;chain_carbon:16;chain_carbon:18;chain_unsaturation:0;family:DAG;family_unsaturation:DAG:0;total_carbon:34;total_unsaturation:0,,0
ST002081,DAG(16:0_18:1),DAG,True,False,unrecognized_or_undersized_lipid_family,,acyl:16:0;acyl:18:1;chain_carbon:16;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:1;total_carbon:34;total_unsaturation:1,,0
ST002081,DAG(16:0_18:2),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;acyl:18:2;chain_carbon:16;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:2;family:DAG;family_unsaturation:DAG:2;total_carbon:34;total_unsaturation:2,,0
ST002081,DAG(16:0_18:3),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;acyl:18:3;chain_carbon:16;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:3;family:DAG;family_unsaturation:DAG:3;total_carbon:34;total_unsaturation:3,,0
ST002081,DAG(16:0_20:3),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;acyl:20:3;chain_carbon:16;chain_carbon:20;chain_unsaturation:0;chain_unsaturation:3;family:DAG;family_unsaturation:DAG:3;total_carbon:36;total_unsaturation:3,,0
ST002081,DAG(16:0_20:4),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;acyl:20:4;chain_carbon:16;chain_carbon:20;chain_unsaturation:0;chain_unsaturation:4;family:DAG;family_unsaturation:DAG:4;total_carbon:36;total_unsaturation:4,,0
ST002081,DAG(16:0_20:5),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;acyl:20:5;chain_carbon:16;chain_carbon:20;chain_unsaturation:0;chain_unsaturation:5;family:DAG;family_unsaturation:DAG:5;total_carbon:36;total_unsaturation:5,,0
ST002081,DAG(16:0_22:5),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;acyl:22:5;chain_carbon:16;chain_carbon:22;chain_unsaturation:0;chain_unsaturation:5;family:DAG;family_unsaturation:DAG:5;total_carbon:38;total_unsaturation:5,,0
ST002081,DAG(16:0_22:6),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;acyl:22:6;chain_carbon:16;chain_carbon:22;chain_unsaturation:0;chain_unsaturation:6;family:DAG;family_unsaturation:DAG:6;total_carbon:38;total_unsaturation:6,,0
ST002081,DAG(16:1_16:1),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:2;total_carbon:32;total_unsaturation:2,,0
ST002081,DAG(16:1_18:0),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:1;acyl:18:0;chain_carbon:16;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:1;total_carbon:34;total_unsaturation:1,,0
ST002081,DAG(16:1_18:1),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:1;acyl:18:1;chain_carbon:16;chain_carbon:18;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:2;total_carbon:34;total_unsaturation:2,,0
ST002081,DAG(16:1_18:2),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:1;acyl:18:2;chain_carbon:16;chain_carbon:18;chain_unsaturation:1;chain_unsaturation:2;family:DAG;family_unsaturation:DAG:3;total_carbon:34;total_unsaturation:3,,0
ST002081,DAG(16:1_20:4),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:1;acyl:20:4;chain_carbon:16;chain_carbon:20;chain_unsaturation:1;chain_unsaturation:4;family:DAG;family_unsaturation:DAG:5;total_carbon:36;total_unsaturation:5,,0
ST002081,DAG(16:1_22:6),DAG,False,False,incomplete_across_eligible_samples,,acyl:16:1;acyl:22:6;chain_carbon:16;chain_carbon:22;chain_unsaturation:1;chain_unsaturation:6;family:DAG;family_unsaturation:DAG:7;total_carbon:38;total_unsaturation:7,,0
ST002081,DAG(18:0_18:1),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:0;acyl:18:1;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:1;total_carbon:36;total_unsaturation:1,,0
ST002081,DAG(18:0_18:2),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:0;acyl:18:2;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:2;family:DAG;family_unsaturation:DAG:2;total_carbon:36;total_unsaturation:2,,0
ST002081,DAG(18:0_18:3),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:0;acyl:18:3;chain_carbon:18;chain_unsaturation:0;chain_unsaturation:3;family:DAG;family_unsaturation:DAG:3;total_carbon:36;total_unsaturation:3,,0
ST002081,DAG(18:0_22:6),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:0;acyl:22:6;chain_carbon:18;chain_carbon:22;chain_unsaturation:0;chain_unsaturation:6;family:DAG;family_unsaturation:DAG:6;total_carbon:40;total_unsaturation:6,,0
ST002081,DAG(18:1_18:1),DAG,True,False,unrecognized_or_undersized_lipid_family,,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:2;total_carbon:36;total_unsaturation:2,,0
ST002081,DAG(18:1_18:2),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:1;acyl:18:2;chain_carbon:18;chain_unsaturation:1;chain_unsaturation:2;family:DAG;family_unsaturation:DAG:3;total_carbon:36;total_unsaturation:3,,0
ST002081,DAG(18:1_20:1),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:1;acyl:20:1;chain_carbon:18;chain_carbon:20;chain_unsaturation:1;family:DAG;family_unsaturation:DAG:2;total_carbon:38;total_unsaturation:2,,0
ST002081,DAG(18:1_20:2),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:1;acyl:20:2;chain_carbon:18;chain_carbon:20;chain_unsaturation:1;chain_unsaturation:2;family:DAG;family_unsaturation:DAG:3;total_carbon:38;total_unsaturation:3,,0
ST002081,DAG(18:1_20:3),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:1;acyl:20:3;chain_carbon:18;chain_carbon:20;chain_unsaturation:1;chain_unsaturation:3;family:DAG;family_unsaturation:DAG:4;total_carbon:38;total_unsaturation:4,,0
ST002081,DAG(18:1_20:4),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:1;acyl:20:4;chain_carbon:18;chain_carbon:20;chain_unsaturation:1;chain_unsaturation:4;family:DAG;family_unsaturation:DAG:5;total_carbon:38;total_unsaturation:5,,0
ST002081,DAG(18:1_20:5),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:1;acyl:20:5;chain_carbon:18;chain_carbon:20;chain_unsaturation:1;chain_unsaturation:5;family:DAG;family_unsaturation:DAG:6;total_carbon:38;total_unsaturation:6,,0
ST002081,DAG(18:1_22:4),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:1;acyl:22:4;chain_carbon:18;chain_carbon:22;chain_unsaturation:1;chain_unsaturation:4;family:DAG;family_unsaturation:DAG:5;total_carbon:40;total_unsaturation:5,,0
ST002081,DAG(18:1_22:5),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:1;acyl:22:5;chain_carbon:18;chain_carbon:22;chain_unsaturation:1;chain_unsaturation:5;family:DAG;family_unsaturation:DAG:6;total_carbon:40;total_unsaturation:6,,0
ST002081,DAG(18:1_22:6),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:1;acyl:22:6;chain_carbon:18;chain_carbon:22;chain_unsaturation:1;chain_unsaturation:6;family:DAG;family_unsaturation:DAG:7;total_carbon:40;total_unsaturation:7,,0
ST002081,DAG(18:2_18:3),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:2;acyl:18:3;chain_carbon:18;chain_unsaturation:2;chain_unsaturation:3;family:DAG;family_unsaturation:DAG:5;total_carbon:36;total_unsaturation:5,,0
ST002081,DAG(18:2_20:3),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:2;acyl:20:3;chain_carbon:18;chain_carbon:20;chain_unsaturation:2;chain_unsaturation:3;family:DAG;family_unsaturation:DAG:5;total_carbon:38;total_unsaturation:5,,0
ST002081,DAG(18:2_20:4),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:2;acyl:20:4;chain_carbon:18;chain_carbon:20;chain_unsaturation:2;chain_unsaturation:4;family:DAG;family_unsaturation:DAG:6;total_carbon:38;total_unsaturation:6,,0
ST002081,DAG(18:2_20:5),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:2;acyl:20:5;chain_carbon:18;chain_carbon:20;chain_unsaturation:2;chain_unsaturation:5;family:DAG;family_unsaturation:DAG:7;total_carbon:38;total_unsaturation:7,,0
ST002081,DAG(18:2_22:5),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:2;acyl:22:5;chain_carbon:18;chain_carbon:22;chain_unsaturation:2;chain_unsaturation:5;family:DAG;family_unsaturation:DAG:7;total_carbon:40;total_unsaturation:7,,0
ST002081,DAG(18:2_22:6),DAG,False,False,incomplete_across_eligible_samples,,acyl:18:2;acyl:22:6;chain_carbon:18;chain_carbon:22;chain_unsaturation:2;chain_unsaturation:6;family:DAG;family_unsaturation:DAG:8;total_carbon:40;total_unsaturation:8,,0
ST002081,DAG(20:0_20:0),DAG,False,False,incomplete_across_eligible_samples,,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:DAG;family_unsaturation:DAG:0;total_carbon:40;total_unsaturation:0,,0
ST002081,DCER(22:0),DCER,False,False,incomplete_across_eligible_samples,,acyl:22:0;chain_carbon:22;chain_unsaturation:0;family:DCER;family_unsaturation:DCER:0;total_carbon:22;total_unsaturation:0,,0
ST002081,DCER(22:1),DCER,False,False,incomplete_across_eligible_samples,,acyl:22:1;chain_carbon:22;chain_unsaturation:1;family:DCER;family_unsaturation:DCER:1;total_carbon:22;total_unsaturation:1,,0
ST002081,DCER(24:0),DCER,False,False,incomplete_across_eligible_samples,,acyl:24:0;chain_carbon:24;chain_unsaturation:0;family:DCER;family_unsaturation:DCER:0;total_carbon:24;total_unsaturation:0,,0
ST002081,DCER(24:1),DCER,False,False,incomplete_across_eligible_samples,,acyl:24:1;chain_carbon:24;chain_unsaturation:1;family:DCER;family_unsaturation:DCER:1;total_carbon:24;total_unsaturation:1,,0
ST002081,FFA(12:0),FFA,True,True,accepted,0.0,acyl:12:0;chain_carbon:12;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:12;total_unsaturation:0,acyl:12:0;chain_carbon:12;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_unsaturation:0,6
ST002081,FFA(14:0),FFA,True,True,accepted,2.0,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:14;total_unsaturation:0,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_unsaturation:0,6
ST002081,FFA(14:1),FFA,True,True,accepted,2.0,acyl:14:1;chain_carbon:14;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_carbon:14;total_unsaturation:1,acyl:14:1;chain_carbon:14;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_unsaturation:1,6
ST002081,FFA(15:0),FFA,True,True,accepted,0.0,acyl:15:0;chain_carbon:15;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:15;total_unsaturation:0,acyl:15:0;chain_carbon:15;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_unsaturation:0,6
ST002081,FFA(16:0),FFA,True,True,accepted,4.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:16;total_unsaturation:0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:16;total_unsaturation:0,7
ST002081,FFA(16:1),FFA,True,True,accepted,4.0,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_carbon:16;total_unsaturation:1,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_carbon:16;total_unsaturation:1,7
ST002081,FFA(17:0),FFA,True,True,accepted,1.0,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:17;total_unsaturation:0,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_unsaturation:0,6
ST002081,FFA(18:0),FFA,True,True,accepted,1.0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:18;total_unsaturation:0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:18;total_unsaturation:0,7
ST002081,FFA(18:1),FFA,True,True,accepted,4.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_carbon:18;total_unsaturation:1,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_carbon:18;total_unsaturation:1,7
ST002081,FFA(18:2),FFA,True,True,accepted,1.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:FFA;family_unsaturation:FFA:2;total_carbon:18;total_unsaturation:2,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:FFA;total_carbon:18;total_unsaturation:2,6
ST002081,FFA(18:3),FFA,True,True,accepted,1.0,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:FFA;family_unsaturation:FFA:3;total_carbon:18;total_unsaturation:3,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:FFA;total_carbon:18;total_unsaturation:3,6
ST002081,FFA(18:4),FFA,True,True,accepted,3.0,acyl:18:4;chain_carbon:18;chain_unsaturation:4;family:FFA;family_unsaturation:FFA:4;total_carbon:18;total_unsaturation:4,chain_carbon:18;chain_unsaturation:4;family:FFA;total_carbon:18;total_unsaturation:4,5
ST002081,FFA(20:0),FFA,True,True,accepted,3.0,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:20;total_unsaturation:0,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:20;total_unsaturation:0,7
ST002081,FFA(20:1),FFA,True,True,accepted,4.0,acyl:20:1;chain_carbon:20;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_carbon:20;total_unsaturation:1,acyl:20:1;chain_carbon:20;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_carbon:20;total_unsaturation:1,7
ST002081,FFA(20:2),FFA,True,True,accepted,1.0,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:FFA;family_unsaturation:FFA:2;total_carbon:20;total_unsaturation:2,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:FFA;total_carbon:20;total_unsaturation:2,6
ST002081,FFA(20:3),FFA,True,True,accepted,0.0,acyl:20:3;chain_carbon:20;chain_unsaturation:3;family:FFA;family_unsaturation:FFA:3;total_carbon:20;total_unsaturation:3,acyl:20:3;chain_carbon:20;chain_unsaturation:3;family:FFA;total_carbon:20;total_unsaturation:3,6
ST002081,FFA(20:4),FFA,True,True,accepted,3.0,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:FFA;family_unsaturation:FFA:4;total_carbon:20;total_unsaturation:4,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:FFA;total_carbon:20;total_unsaturation:4,6
ST002081,FFA(20:5),FFA,True,True,accepted,0.0,acyl:20:5;chain_carbon:20;chain_unsaturation:5;family:FFA;family_unsaturation:FFA:5;total_carbon:20;total_unsaturation:5,acyl:20:5;chain_carbon:20;chain_unsaturation:5;family:FFA;total_carbon:20;total_unsaturation:5,6
ST002081,FFA(22:0),FFA,True,True,accepted,4.0,acyl:22:0;chain_carbon:22;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:22;total_unsaturation:0,chain_carbon:22;chain_unsaturation:0;family:FFA;family_unsaturation:FFA:0;total_carbon:22;total_unsaturation:0,6
ST002081,FFA(22:1),FFA,True,True,accepted,3.0,acyl:22:1;chain_carbon:22;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_carbon:22;total_unsaturation:1,chain_carbon:22;chain_unsaturation:1;family:FFA;family_unsaturation:FFA:1;total_carbon:22;total_unsaturation:1,6
ST002081,FFA(22:2),FFA,True,True,accepted,0.0,acyl:22:2;chain_carbon:22;chain_unsaturation:2;family:FFA;family_unsaturation:FFA:2;total_carbon:22;total_unsaturation:2,chain_carbon:22;chain_unsaturation:2;family:FFA;total_carbon:22;total_unsaturation:2,5
