hypothesis_id,metabolite_a,metabolite_a_name,metabolite_b,metabolite_b_name,direction_status,genes,gene_count,reaction_ids,reaction_distance,intermediate_metabolites,subsystems,contains_transport_reaction,review_priority,pathway_source,path_search_truncated,signature_prevalence,expected_discovery_carriers,expected_replication_carriers,discovery_power,replication_power,eligible,ineligibility_reason,n,groups,informative_groups,context_0_n,context_1_n,triple_interaction_estimate,standard_error,p_value,confidence_interval_low,confidence_interval_high,nature_interaction_context_0,nature_interaction_context_1,design_rank,residual_degrees_of_freedom,condition_number,maximum_leverage,covariance_type,analysis_status,analysis_error,fdr_q_value
GGM-0000177,arginine,arginine,NADP,NADP+,unresolved,NOS1,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS1,606,14,14,236,370,0.13979168116937937,0.13464173964055157,0.2991540430929651,-0.12410127934192064,0.4036846416806794,-0.059537428942491505,0.08025425222688787,47,559.0,54.48624632340275,0.9998943075717157,HC3,tested,,0.9855136516078267
GGM-0000126,NADP,NADP+,beta-alanine,beta-alanine,unresolved,ALDH2,1,MAR04079,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH2,606,14,14,236,370,0.1004762040559278,0.09680621723112831,0.29931165385218217,-0.08926049519664447,0.2902129033085001,-0.07894177612718463,0.021534427928743174,47,559.0,43.376374518253506,0.621265365265152,HC3,tested,,0.9855136516078267
GGM-0000068,CMP,CMP,cytidine,cytidine,unresolved,NT5C1A,1,MAR04177,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1A,606,14,14,236,370,-0.12774822371248276,0.1242096662852341,0.30372005844877514,-0.3711946961632806,0.11569824873831508,0.06731175297792356,-0.0604364707345592,47,559.0,45.60849088724381,0.9933138307639722,HC3,tested,,0.9855136516078267
GGM-0000078,CMP,CMP,inositol,inositol,unresolved,CDIPT,1,MAR00610,0,,Glycerophospholipid metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CDIPT,606,14,14,236,370,-0.1031567459594554,0.1005880658098033,0.3051100512219671,-0.30030573222121465,0.09399224030230385,0.15374471075546722,0.050587964796011825,47,559.0,47.05475123216387,0.7915555018480045,HC3,tested,,0.9855136516078267
GGM-0000248,glutamate,glutamate,glutamine,glutamine,unresolved,GLUL,1,MAR03890,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLUL,606,14,14,236,370,-0.11428557976101644,0.11159661934139094,0.30579023706916797,-0.3330109344665687,0.1044397749445358,0.12449915020077103,0.010213570439754585,47,559.0,42.61556747196503,0.8160471059430963,HC3,tested,,0.9855136516078267
GGM-0000261,glutamate,glutamate,isoleucine,isoleucine,unresolved,BCAT2,1,MAR03778,0,,"Valine, leucine, and isoleucine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BCAT2,606,14,14,236,370,-0.13068746097477335,0.12790896158742834,0.30691227001521804,-0.38138441898605013,0.12000949703650343,0.07911488433955986,-0.05157257663521349,47,559.0,40.628419737158914,0.5898372841842637,HC3,tested,,0.9855136516078267
GGM-0000317,xanthine,xanthine,xanthosine,xanthosine,unresolved,PNP,1,MAR04663,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PNP,606,14,14,236,370,-0.09587968161980599,0.09538194112310135,0.3147917002029904,-0.28282485099660454,0.09106548775699257,0.022564999196571296,-0.07331468242323469,47,559.0,44.31110219738368,0.894747044564584,HC3,tested,,0.9855136516078267
GGM-0000211,carnosine,carnosine,histidine,histidine,unresolved,CARNS1,1,MAR04425,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CARNS1,606,14,14,236,370,0.12165519102054365,0.12118929750185657,0.3154536458527072,-0.11587146739480517,0.3591818494358925,-0.17975741400617107,-0.05810222298562742,47,559.0,50.38041830358699,0.8356251293930652,HC3,tested,,0.9855136516078267
GGM-0000137,NADP,NADP+,lysine,lysine,unresolved,AASS,1,MAR04288,0,,Lysine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AASS,606,14,14,236,370,0.10457491143469279,0.10461008798154187,0.3174732670341792,-0.10045709342869562,0.3096069162980812,-0.04906400191967965,0.05551090951501314,47,559.0,49.69703514741302,0.6941311486528907,HC3,tested,,0.9855136516078267
GGM-0000250,glutamate,glutamate,glycine,glycine,unresolved,ACY3,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACY3,606,14,14,236,370,-0.09666058250822249,0.09785921399742734,0.3232743801813115,-0.288461117498578,0.09513995248213303,-0.016824077782636143,-0.11348466029085863,47,559.0,47.81054847873882,0.8874869310583905,HC3,tested,,0.9855136516078267
GGM-0000226,dimethylglycine,dimethylglycine,methionine,methionine,unresolved,BHMT2,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT2,606,14,14,236,370,-0.12221469959698965,0.12627053863290674,0.3331044198895666,-0.3697004076259604,0.12527100843198108,0.04950902502505684,-0.0727056745719328,47,559.0,41.2507838968723,0.9990684837097732,HC3,tested,,0.9855136516078267
GGM-0000111,NAD,NAD+,malate,malate,unresolved,ME2,1,MAR04087,0,,Pyruvate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ME2,606,14,14,236,370,-0.1066841812062657,0.11031398162578195,0.33349617711411816,-0.3228956121840116,0.10952724977148019,0.05193253961158637,-0.05475164159467933,47,559.0,51.25265248034798,0.7411221139290642,HC3,tested,,0.9855136516078267
GGM-0000256,glutamate,glutamate,glycine,glycine,unresolved,SIRT3,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT3,606,14,14,236,370,-0.11260156544214606,0.11690239790432748,0.3354421187272212,-0.3417260550409986,0.11652292415670648,0.008938474055504504,-0.10366309138664155,47,559.0,40.83923714339568,0.6031415825351293,HC3,tested,,0.9855136516078267
GGM-0000001,AMP,AMP,CMP,CMP,unresolved,TREX1,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX1,606,14,14,236,370,-0.08173962100738576,0.08665716997836784,0.3455515957550588,-0.25158455316715234,0.08810531115238081,0.037546857607700934,-0.04419276339968482,47,559.0,61.61666076863546,0.7481476179198513,HC3,tested,,0.9855136516078267
GGM-0000004,AMP,AMP,GMP,GMP,unresolved,GMPS,1,MAR04453,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GMPS,606,14,14,236,370,0.06556599843085605,0.06993026105997682,0.34845452778541297,-0.07149479467618232,0.20262679153789442,-0.07376648311468736,-0.008200484683831319,47,559.0,45.13597951732611,0.7584697764639913,HC3,tested,,0.9855136516078267
GGM-0000146,NADP,NADP+,sarcosine,sarcosine,unresolved,PDPR,1,MAR04700,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDPR,606,14,14,236,370,-0.09595868265508335,0.10260621334057414,0.34967844956089034,-0.2970631653926419,0.10514580008247519,0.11003696514008214,0.014078282484998789,47,559.0,52.80805187355946,0.6472533703214037,HC3,tested,,0.9855136516078267
GGM-0000169,aconitate,cis-aconitate,isocitrate,isocitrate,unresolved,ACO2,1,MAR04589,0,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACO2,606,14,14,236,370,0.05885599982495854,0.06331026140256668,0.35255547743594406,-0.06522983237588845,0.18294183202580552,-0.03899924082747326,0.019856758997485277,47,559.0,50.978166688016614,0.5993971040568384,HC3,tested,,0.9855136516078267
GGM-0000096,NAD,NAD+,NADP,NADP+,unresolved,ACP5,1,MAR04270,0,,Nicotinate and nicotinamide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACP5,606,14,14,236,370,-0.12915438520199404,0.1394114923067977,0.3542248087223877,-0.40239588915430036,0.14408711875031224,0.004150814567721502,-0.12500357063427253,47,559.0,49.56599833333312,0.8114880374206696,HC3,tested,,0.9855136516078267
GGM-0000303,isocitrate,isocitrate,NADP,NADP+,unresolved,IDH1,1,MAR00710,0,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: IDH1,606,14,14,236,370,-0.08659679367512053,0.0942271590503121,0.3580842787952164,-0.27127863177925965,0.0980850444290186,0.10778358688765223,0.021186793212531696,47,559.0,42.10708438396252,0.5801095696440786,HC3,tested,,0.9855136516078267
GGM-0000289,glycine,glycine,ornithine,ornithine,unresolved,GATM,1,MAR04582,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GATM,606,14,14,236,370,0.09834586697543624,0.10902575817396591,0.3670342940391135,-0.11534069243271036,0.31203242638358286,-0.07221376575205728,0.02613210122337896,47,559.0,40.87472736331217,0.7516334309920651,HC3,tested,,0.9855136516078267
GGM-0000154,NADP,NADP+,trimethylamine-N-oxide,trimethylamine-N-oxide,unresolved,FMO5,1,MAR09514,0,,Isolated,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FMO5,606,14,14,236,370,-0.09907950882933289,0.11061564166683553,0.3704078012874037,-0.3158821826231187,0.1177231649644529,0.05019043837171991,-0.04888907045761298,47,559.0,45.11001384741022,0.6718646315407014,HC3,tested,,0.9855136516078267
GGM-0000020,AMP,AMP,adenosine,adenosine,unresolved,NT5C2,1,MAR04010,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C2,606,14,14,236,370,0.09158488694142741,0.10228036702712391,0.37055738518743264,-0.10888094875727353,0.2920507226401283,-0.01568549642366599,0.07589939051776143,47,559.0,42.573954243592105,0.7226408291939571,HC3,tested,,0.9855136516078267
GGM-0000151,NADP,NADP+,trimethylamine-N-oxide,trimethylamine-N-oxide,unresolved,FMO2,1,MAR09514,0,,Isolated,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FMO2,606,14,14,236,370,0.12451612878080254,0.13989154495338915,0.3734173182333085,-0.14966626106950615,0.3986985186311112,-0.1317301852992083,-0.007214056518405759,47,559.0,43.461256170695734,0.9926133673609934,HC3,tested,,0.9855136516078267
GGM-0000162,UMP,UMP,uridine,uridine,unresolved,NT5C3B,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C3B,606,14,14,236,370,0.10385988869407987,0.11869978970731787,0.3815850323457505,-0.12878742410474137,0.3365072014929011,-0.060688647200204095,0.04317124149387578,47,559.0,61.767796602967394,0.8718415689820432,HC3,tested,,0.9855136516078267
GGM-0000291,glycine,glycine,sarcosine,sarcosine,unresolved,GNMT,1,MAR03901,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GNMT,606,14,14,236,370,-0.09884381298443125,0.11354020446549022,0.38399322985649353,-0.3213785245341059,0.12369089856524342,0.086319413845409,-0.012524399139022244,47,559.0,45.32683358987215,0.6782612439304283,HC3,tested,,0.9855136516078267
GGM-0000245,glutamate,glutamate,glutamine,glutamine,unresolved,GFPT2,1,MAR04300,0,,Amino sugar and nucleotide sugar metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GFPT2,606,14,14,236,370,-0.10990084559335195,0.1268954728777865,0.3864496867662707,-0.3586114022349927,0.13880971104828882,0.1133197496071729,0.0034189040138209587,47,559.0,70.42237802795024,0.630678953063392,HC3,tested,,0.9855136516078267
GGM-0000054,AMP,AMP,phenylalanine,phenylalanine,unresolved,FARSA;FARSB,2,MAR05145,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FARSA;FARSB,606,14,14,236,370,0.0836364338977768,0.09751902702676543,0.39109005954790677,-0.10749734688207159,0.2747702146776252,-0.1252698711004811,-0.04163343720270431,47,559.0,56.81780099403343,0.7630418511737053,HC3,tested,,0.9855136516078267
GGM-0000172,adenosine,adenosine,homocysteine,homocysteine,unresolved,AHCYL2,1,MAR03877,0,,Cysteine and methionine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AHCYL2,606,14,14,236,370,-0.1131500336578065,0.13215068023024618,0.39187619305367427,-0.3721606074415584,0.14586054012594535,0.08889240291940614,-0.024257630738400357,47,559.0,42.84227540936105,0.5573531621627967,HC3,tested,,0.9855136516078267
GGM-0000022,AMP,AMP,adenosine,adenosine,unresolved,NT5E,1,MAR04010,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5E,606,14,14,236,370,0.08711192799207049,0.10444581821681997,0.40425877955753964,-0.11759811404871415,0.29182197003285515,-0.10492239630119501,-0.017810468309124527,47,559.0,76.45104442318339,0.7352965452579358,HC3,tested,,0.9855136516078267
GGM-0000221,cytidine,cytidine,uridine,uridine,unresolved,APOBEC4,1,MAR04580,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: APOBEC4,606,14,14,236,370,-0.11220610692436107,0.13475855710376605,0.40504468663077364,-0.37632802545632676,0.15191581160760464,0.22716623605391154,0.11496012912955046,47,559.0,53.70162585258264,0.8806300604466096,HC3,tested,,0.9855136516078267
GGM-0000062,CMP,CMP,GMP,GMP,unresolved,TREX2,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX2,606,14,14,236,370,-0.07138333663290221,0.08585586106736035,0.40572945455349574,-0.23965773218660308,0.09689105892079868,0.051616963796378534,-0.019766372836523674,47,559.0,48.17355468285565,0.7148179481766864,HC3,tested,,0.9855136516078267
GGM-0000039,AMP,AMP,cAMP,cAMP,unresolved,PDE6C,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE6C,606,14,14,236,370,-0.12332729352212972,0.14879196874449838,0.4071852206383688,-0.41495419345015594,0.16829960640589647,0.0504253345039858,-0.07290195901814392,47,559.0,105.73580365223381,0.9373218918150532,HC3,tested,,0.9855136516078267
GGM-0000305,leucine,leucine,phenylalanine,phenylalanine,unresolved,CMA1,1,MAR03042,0,,Miscellaneous,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CMA1,606,14,14,236,370,-0.03258805167931474,0.03947366037563539,0.4090511945344948,-0.10995500435352593,0.044778900994896446,0.031411627496310594,-0.0011764241830041489,47,559.0,122.6059091383762,0.9603713643427896,HC3,tested,,0.9855136516078267
GGM-0000048,AMP,AMP,histidine,histidine,unresolved,CARNS1,1,MAR04425,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CARNS1,606,14,14,236,370,0.131770400530684,0.16041807189801288,0.4114078281075758,-0.1826432428587782,0.4461840439201462,-0.1436328697867062,-0.01186246925602219,47,559.0,43.574323699061075,0.8354067334449516,HC3,tested,,0.9855136516078267
GGM-0000185,arginine,arginine,ornithine,ornithine,unresolved,ARG2,1,MAR08426,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ARG2,606,14,14,236,370,-0.05599359255452402,0.069177568170797,0.41827455514032785,-0.19157913470735052,0.07959194959830249,0.053374245772819004,-0.0026193467817050148,47,559.0,58.96732222813989,0.5411664146302805,HC3,tested,,0.9855136516078267
GGM-0000071,CMP,CMP,cytidine,cytidine,unresolved,NT5C3A,1,MAR04177,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C3A,606,14,14,236,370,-0.0920635954753959,0.11387216511417918,0.41881316559310167,-0.31524893794078546,0.13112174698999368,0.15059903613069311,0.05853544065529721,47,559.0,53.47508799391943,0.7561098829751213,HC3,tested,,0.9855136516078267
GGM-0000251,glutamate,glutamate,glycine,glycine,unresolved,MACROD1,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: MACROD1,606,14,14,236,370,-0.09731298042077881,0.12160075760418931,0.42355656172511635,-0.335646085817775,0.14102012497621735,0.02191455952215937,-0.07539842089861944,47,559.0,43.219690246056906,0.59520190291903,HC3,tested,,0.9855136516078267
GGM-0000105,NAD,NAD+,beta-alanine,beta-alanine,unresolved,ALDH7A1,1,MAR07993,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH7A1,606,14,14,236,370,0.07382630462050697,0.09335584673949864,0.4290575776922537,-0.10914779273515139,0.2568004019761653,-0.06356612429425702,0.010260180326249951,47,559.0,41.42374420848259,0.6663084424458007,HC3,tested,,0.9855136516078267
GGM-0000070,CMP,CMP,cytidine,cytidine,unresolved,NT5C2,1,MAR04177,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C2,606,14,14,236,370,-0.05864777197619867,0.07468806456310643,0.43231509483891883,-0.20503368859488957,0.08773814464249224,-0.028991238257782027,-0.0876390102339807,47,559.0,45.140347343244045,0.7495509762557302,HC3,tested,,0.9855136516078267
GGM-0000242,glutamate,glutamate,beta-alanine,beta-alanine,unresolved,ABAT,1,MAR04330,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ABAT,606,14,14,236,370,0.09202360972989722,0.11829366455101659,0.4366131755940762,-0.13982771238935782,0.3238749318491522,-0.08164408645701487,0.010379523272882343,47,559.0,44.81130742708909,0.5994939080647675,HC3,tested,,0.9855136516078267
GGM-0000290,glycine,glycine,proline,proline,unresolved,PEPD,1,MAR07193,0,,Peptide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PEPD,606,14,14,236,370,0.08296674429995862,0.10808155036700334,0.4427064633787301,-0.1288692018126198,0.29480269041253704,-0.04191532331054167,0.04105142098941695,47,559.0,46.291795279560915,0.824911739382062,HC3,tested,,0.9855136516078267
GGM-0000092,GMP,GMP,guanosine,guanosine,unresolved,NT5M,1,MAR04450,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5M,606,14,14,236,370,0.07105873252372553,0.09280097095583474,0.44384822751189,-0.11082782828005815,0.2529452933275092,-0.0711723322813314,-0.00011359975760585894,47,559.0,77.92303767408544,0.6301631816903525,HC3,tested,,0.9855136516078267
GGM-0000139,NADP,NADP+,malate,malate,unresolved,ME2,1,MAR04091,0,,Pyruvate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ME2,606,14,14,236,370,-0.08366171039819548,0.1108059598907846,0.4502315966093504,-0.30083740105652307,0.13351398026013211,0.055371809896590594,-0.028289900501604882,47,559.0,43.16572848445599,0.7470311513206727,HC3,tested,,0.9855136516078267
GGM-0000065,CMP,CMP,UMP,UMP,unresolved,TREX2,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX2,606,14,14,236,370,-0.07507852794774136,0.09961657588321575,0.45104436622216626,-0.27032342894204553,0.12016637304656283,0.09616830395129645,0.02108977600355509,47,559.0,48.17355468285565,0.7148179481766864,HC3,tested,,0.9855136516078267
GGM-0000241,glutamate,glutamate,alanine,alanine,unresolved,GPT2,1,MAR04109,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GPT2,606,14,14,236,370,0.08203426105157412,0.10923190146592279,0.45264657845214684,-0.13205633178446247,0.29612485388761073,0.035266126836343954,0.11730038788791808,47,559.0,40.48611470101124,0.6986757780506503,HC3,tested,,0.9855136516078267
GGM-0000314,uracil,uracil,uridine,uridine,unresolved,UPP1,1,MAR04579,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UPP1,606,14,14,236,370,0.08431155526818146,0.11312322212463867,0.4560860116971527,-0.13740588591123495,0.30602899644759785,0.025397481698532155,0.10970903696671361,47,559.0,45.76237264543473,0.5438661242897976,HC3,tested,,0.9855136516078267
GGM-0000131,NADP,NADP+,citrulline,citrulline,unresolved,NOS2,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS2,606,14,14,236,370,0.16330728917110832,0.2195999116310282,0.45708324462833616,-0.2671006286338855,0.5937152069761021,-0.09509122923380363,0.06821605993730469,47,559.0,42.309446474628636,0.9202423444960938,HC3,tested,,0.9855136516078267
GGM-0000232,glutamate,glutamate,NAD,NAD+,unresolved,AASS,1,MAR04667,0,,Lysine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AASS,606,14,14,236,370,-0.08623184459977293,0.11676521159120729,0.4602068390936005,-0.31508745396573806,0.1426237647661922,0.12452882261065418,0.03829697801088125,47,559.0,41.87651502238593,0.5984358691008684,HC3,tested,,0.9855136516078267
GGM-0000077,CMP,CMP,cytidine,cytidine,unresolved,UCKL1,1,MAR04180,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UCKL1,606,14,14,236,370,0.0662161511831826,0.0904617370168286,0.4641809847940853,-0.11108559534873529,0.24351789771510046,0.010234471142838533,0.07645062232602112,47,559.0,53.513836146907806,0.7118773940896548,HC3,tested,,0.9855136516078267
GGM-0000147,NADP,NADP+,thymine,thymine,unresolved,DPYD,1,MAR04472,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DPYD,606,14,14,236,370,0.0741835897078129,0.1013827558874514,0.46434069350784346,-0.12452296048500795,0.27289013990063377,-0.02419605389002585,0.049987535817787046,47,559.0,40.19696073064664,0.661153581116788,HC3,tested,,0.9855136516078267
GGM-0000008,AMP,AMP,NAD,NAD+,unresolved,NADSYN1,1,MAR04261,0,,Nicotinate and nicotinamide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NADSYN1,606,14,14,236,370,-0.0720998084787289,0.09959228536485788,0.4690965954062869,-0.26729710093188586,0.12309748397442807,0.051846112493491824,-0.02025369598523708,47,559.0,48.04892498627451,0.7687707530649868,HC3,tested,,0.9855136516078267
GGM-0000035,AMP,AMP,cAMP,cAMP,unresolved,PDE4A,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE4A,606,14,14,236,370,-0.07067219572413236,0.09871448402353161,0.4740374808171316,-0.2641490291627089,0.12280463771444416,0.06530003094414846,-0.005372164779983896,47,559.0,48.78841807630806,0.7368666587032388,HC3,tested,,0.9855136516078267
GGM-0000128,NADP,NADP+,beta-alanine,beta-alanine,unresolved,ALDH7A1,1,MAR04079,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH7A1,606,14,14,236,370,-0.07749903417099918,0.10900660577748673,0.47711074176990964,-0.291148055571829,0.1361499872298306,0.01599506195635385,-0.06150397221464533,47,559.0,40.26291011979101,0.6433605936026615,HC3,tested,,0.9855136516078267
GGM-0000296,glycine,glycine,serine,serine,unresolved,SHMT2,1,MAR04792,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SHMT2,606,14,14,236,370,0.07630382083460292,0.10806275072906381,0.48012185147083686,-0.13549527866469163,0.28810292033389745,-0.012273841088646945,0.06402997974595598,47,559.0,48.65592394258655,0.6922070146775852,HC3,tested,,0.9855136516078267
GGM-0000297,homocysteine,homocysteine,methionine,methionine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT,606,14,14,236,370,0.09574062592324299,0.13580767797359677,0.4808275899086789,-0.17043753172902026,0.3619187835755063,-0.16299544666100063,-0.06725482073775764,47,559.0,48.900578905118984,0.9990950992774031,HC3,tested,,0.9855136516078267
GGM-0000081,GMP,GMP,UMP,UMP,unresolved,TREX1,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX1,606,14,14,236,370,-0.04862123673530413,0.06903247859661779,0.4812309758258395,-0.18392240854820713,0.08667993507759886,-0.015882771438614607,-0.06450400817391874,47,559.0,45.617510314160754,0.6952278907768769,HC3,tested,,0.9855136516078267
GGM-0000027,AMP,AMP,cAMP,cAMP,unresolved,PDE10A,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE10A,606,14,14,236,370,0.08705842376869292,0.12468936853796789,0.4850505886686467,-0.15732824782076588,0.3314450953581517,0.008467152659402764,0.09552557642809568,47,559.0,48.27802466849313,0.7734765340048363,HC3,tested,,0.9855136516078267
GGM-0000064,CMP,CMP,UMP,UMP,unresolved,TREX1,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX1,606,14,14,236,370,-0.06686833002588785,0.09580536103970698,0.4852020775883461,-0.25464338718957036,0.12090672713779468,0.019561010810422868,-0.04730731921546498,47,559.0,57.678931380644876,0.7416946621546007,HC3,tested,,0.9855136516078267
GGM-0000259,glutamate,glutamate,glycine,glycine,unresolved,SIRT7,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT7,606,14,14,236,370,-0.0783969116862186,0.11255745211748609,0.48611216268603896,-0.299005464028083,0.1422116406556458,0.033929887443739974,-0.04446702424247862,47,559.0,61.969730739633356,0.6437861132448472,HC3,tested,,0.9855136516078267
GGM-0000116,NAD,NAD+,oxalate,oxalate,unresolved,LDHC,1,MAR08780,0,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: LDHC,606,14,14,236,370,0.14133953700581692,0.20414824400508963,0.48872524519075233,-0.25878366875125375,0.5414627427628875,-0.10269577596192618,0.03864376104389074,47,559.0,44.12564338769175,0.9978869147230457,HC3,tested,,0.9855136516078267
GGM-0000009,AMP,AMP,NAD,NAD+,unresolved,NUDT12,1,MAR04263,0,,Nicotinate and nicotinamide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NUDT12,606,14,14,236,370,-0.09418887776337655,0.13650317505381498,0.4901864155664023,-0.36173018464422024,0.17335242911746718,0.026349609874467203,-0.06783926788890934,47,559.0,45.323062180913304,0.7313927001400922,HC3,tested,,0.9855136516078267
