hypothesis_id,metabolite_a,metabolite_a_name,metabolite_b,metabolite_b_name,direction_status,genes,gene_count,reaction_ids,reaction_distance,intermediate_metabolites,subsystems,contains_transport_reaction,review_priority,pathway_source,path_search_truncated,signature_prevalence,expected_discovery_carriers,expected_replication_carriers,discovery_power,replication_power,eligible,ineligibility_reason,n,groups,informative_groups,context_0_n,context_1_n,triple_interaction_estimate,standard_error,p_value,confidence_interval_low,confidence_interval_high,nature_interaction_context_0,nature_interaction_context_1,design_rank,residual_degrees_of_freedom,condition_number,maximum_leverage,covariance_type,analysis_status,analysis_error,fdr_q_value
GGM-0000125,NADP,NADP+,beta-alanine,beta-alanine,unresolved,ALDH1B1,1,MAR04079,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH1B1,606,14,14,236,370,-0.07252913737097526,0.10580574021298308,0.49303261940044374,-0.27990457754602344,0.1348463028040729,0.0068890895923648535,-0.0656400477786104,47,559.0,49.27366388968779,0.6302140544911621,HC3,tested,,0.9855136516078267
GGM-0000206,betaine,betaine,dimethylglycine,dimethylglycine,unresolved,BHMT2,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT2,606,14,14,236,370,0.08228928541914886,0.12006609158365644,0.49311263350753143,-0.15303592984930547,0.31761450068760316,0.03153372909723057,0.11382301451637943,47,559.0,41.97146757573093,0.9990794750175956,HC3,tested,,0.9855136516078267
GGM-0000275,glutamate,glutamate,valine,valine,unresolved,BCAT1,1,MAR03747,0,,"Valine, leucine, and isoleucine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BCAT1,606,14,14,236,370,0.05679585084875821,0.08308681611379247,0.4942452441637063,-0.10605131632437725,0.21964301802189368,-0.02022319458231986,0.03657265626643835,47,559.0,45.86438024306301,0.6176144700178592,HC3,tested,,0.9855136516078267
GGM-0000173,adenosine,adenosine,inosine,inosine,unresolved,ADA,1,MAR04481,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ADA,606,14,14,236,370,0.07346769415395679,0.11051346474713351,0.5061880152183718,-0.1431347165571618,0.2900701048650754,-0.05399548689189503,0.01947220726206176,47,559.0,81.06727944840642,0.5812496931121119,HC3,tested,,0.9855136516078267
GGM-0000184,arginine,arginine,ornithine,ornithine,unresolved,ARG1,1,MAR03816,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ARG1,606,14,14,236,370,-0.07521628512938978,0.1138181490322629,0.5087109857699373,-0.2982957580196375,0.14786318776085788,-0.0524368953545732,-0.12765318048396299,47,559.0,48.074646019713974,0.700216929879681,HC3,tested,,0.9855136516078267
GGM-0000293,glycine,glycine,sarcosine,sarcosine,unresolved,SARDH,1,MAR03849,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SARDH,606,14,14,236,370,0.07579800119383524,0.11514439195815572,0.5103540375824172,-0.1498808600659134,0.3014768624535839,0.015109642057130631,0.09090764325096587,47,559.0,56.51262379141254,0.8263189369272984,HC3,tested,,0.9855136516078267
GGM-0000204,betaine,betaine,NADP,NADP+,unresolved,ALDH7A1,1,MAR04698,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH7A1,606,14,14,236,370,0.06717872313991684,0.10229231328014028,0.5113527036355956,-0.13331052678444638,0.2676679730642801,-0.028765345420867724,0.03841337771904911,47,559.0,41.2129360482132,0.9370153956239212,HC3,tested,,0.9855136516078267
GGM-0000133,NADP,NADP+,dimethylglycine,dimethylglycine,unresolved,DMGDH,1,MAR04700,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DMGDH,606,14,14,236,370,0.07310979118974545,0.11138138221752493,0.5115722659184185,-0.14519370650489344,0.29141328888438434,-0.06706357505529084,0.006046216134454607,47,559.0,50.98804119079994,0.9105072693300915,HC3,tested,,0.9855136516078267
GGM-0000203,betaine,betaine,NAD,NAD+,unresolved,ALDH7A1,1,MAR04697,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH7A1,606,14,14,236,370,-0.06921339190219136,0.10631910664350468,0.5150485908283111,-0.2775950117919337,0.139168227987551,0.014835330932107562,-0.0543780609700838,47,559.0,41.2129360482132,0.9370153956239212,HC3,tested,,0.9855136516078267
GGM-0000099,NAD,NAD+,NADP,NADP+,unresolved,NADK,1,MAR04269,0,,Nicotinate and nicotinamide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NADK,606,14,14,236,370,0.0618141934353298,0.09519219565299201,0.5161044273695916,-0.12475908165382484,0.24838746852448446,0.060055892046190766,0.12187008548152056,47,559.0,41.36198035550433,0.7687099054617713,HC3,tested,,0.9855136516078267
GGM-0000047,AMP,AMP,citrulline,citrulline,unresolved,ASS1,1,MAR03811,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ASS1,606,14,14,236,370,0.06621046832577708,0.1057110943909827,0.531095792189749,-0.14097946944686313,0.27340040609841726,-0.13136070261028648,-0.0651502342845094,47,559.0,58.42495673848311,0.7221905246714772,HC3,tested,,0.9855136516078267
GGM-0000193,aspartate,aspartate,citrulline,citrulline,unresolved,ASS1,1,MAR03811,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ASS1,606,14,14,236,370,-0.07130426699060757,0.11437714483257044,0.5330127667240193,-0.2954793515169672,0.15287081753575205,0.03540985257825698,-0.03589441441235059,47,559.0,41.311640940698176,0.5835717231329722,HC3,tested,,0.9855136516078267
GGM-0000034,AMP,AMP,cAMP,cAMP,unresolved,PDE3B,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE3B,606,14,14,236,370,-0.07076751677348417,0.1138287013848429,0.5341379202673737,-0.29386767189474083,0.1523326383477725,0.04837198895541958,-0.022395527818064587,47,559.0,61.18906231557099,0.720290289795369,HC3,tested,,0.9855136516078267
GGM-0000038,AMP,AMP,cAMP,cAMP,unresolved,PDE4D,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE4D,606,14,14,236,370,0.08649557694101412,0.1406210514998506,0.5384907100060432,-0.18911661946684521,0.36210777334887345,-0.09472889120941037,-0.008233314268396255,47,559.0,44.82230012547404,0.7181402602666028,HC3,tested,,0.9855136516078267
GGM-0000215,choline,choline,acetylcholine,acetylcholine,unresolved,ACHE,1,MAR00641,0,,Glycerophospholipid metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACHE,606,14,14,236,370,0.06969488918569554,0.11421843845449031,0.5417362999160256,-0.15416913655551023,0.2935589149269013,-0.035392131614834045,0.03430275757086149,47,559.0,40.58889401661459,0.7834058560161951,HC3,tested,,0.9855136516078267
GGM-0000118,NAD,NAD+,proline,proline,unresolved,PYCR1,1,MAR03837,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PYCR1,606,14,14,236,370,0.06152655840762132,0.10544928451979255,0.5595765360521632,-0.14515024144668914,0.26820335826193176,0.02466200210403946,0.08618856051166078,47,559.0,44.569305963220806,0.6729551678646741,HC3,tested,,0.9855136516078267
GGM-0000310,serine,serine,alanine,alanine,unresolved,AGXT,1,MAR04198,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AGXT,606,14,14,236,370,-0.0987579120173357,0.1693351175343984,0.5597520271068948,-0.4306486437026135,0.23313281966794214,0.018346819951234647,-0.08041109206610106,47,559.0,60.28106588653114,0.9810982915080928,HC3,tested,,0.9855136516078267
GGM-0000213,carnosine,carnosine,histidine,histidine,unresolved,CNDP2,1,MAR04427,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CNDP2,606,14,14,236,370,-0.06068366726317425,0.10435543653017768,0.5608971849215962,-0.265216564453278,0.1438492299269295,0.1122388016544167,0.05155513439124245,47,559.0,53.29842865038168,0.8020795336355964,HC3,tested,,0.9855136516078267
GGM-0000246,glutamate,glutamate,glutamine,glutamine,unresolved,GLS,1,MAR03892,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLS,606,14,14,236,370,-0.07486937886343233,0.1311402337511953,0.5680600936288782,-0.3318995139399391,0.18216075621307448,0.05461998655551147,-0.020249392307920853,47,559.0,47.30196905972774,0.7055283313042479,HC3,tested,,0.9855136516078267
GGM-0000024,AMP,AMP,adenosine,adenosine,unresolved,RBAK,1,MAR04010,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: RBAK,606,14,14,236,370,0.061199313074492084,0.1079773028443177,0.5708640544727791,-0.15043231164814494,0.2728309377971291,-0.057681584241963145,0.0035177288325289394,47,559.0,45.307031760666455,0.759789024224132,HC3,tested,,0.9855136516078267
GGM-0000161,UMP,UMP,uridine,uridine,unresolved,NT5C3A,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C3A,606,14,14,236,370,0.07130594257908393,0.1307984990378588,0.5856443584153543,-0.18505440476701626,0.3276662899251841,0.07857993370293112,0.14988587628201505,47,559.0,47.318828975898825,0.8270993117985528,HC3,tested,,0.9855136516078267
GGM-0000269,glutamate,glutamate,phenylalanine,phenylalanine,unresolved,GOT1,1,MAR06725,0,,"Phenylalanine, tyrosine and tryptophan biosynthesis",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GOT1,606,14,14,236,370,-0.056815831610764436,0.10455503840394799,0.5868503191364223,-0.26173994128470474,0.14810827806317584,0.04376363453170305,-0.013052197079061384,47,559.0,47.41349954566247,0.5990976863862811,HC3,tested,,0.9855136516078267
GGM-0000298,homocysteine,homocysteine,methionine,methionine,unresolved,BHMT2,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT2,606,14,14,236,370,0.05330164150553863,0.09930236575809234,0.5914326838137858,-0.14132741895994588,0.24793070197102313,-0.08690406002057965,-0.033602418515041026,47,559.0,47.25579483731605,0.999129757660751,HC3,tested,,0.9855136516078267
GGM-0000045,AMP,AMP,cAMP,cAMP,unresolved,PDE8B,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE8B,606,14,14,236,370,0.07375608110452392,0.13823810284248755,0.5936572077290061,-0.19718562175789578,0.3446977839669436,-0.12229574580512192,-0.048539664700598006,47,559.0,48.681104553309545,0.9024615309888003,HC3,tested,,0.9855136516078267
GGM-0000090,GMP,GMP,guanosine,guanosine,unresolved,NT5C3B,1,MAR04449,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C3B,606,14,14,236,370,-0.05597622707861076,0.10555593109232904,0.5959044929671617,-0.2628620503741674,0.15090959621694583,-0.05230135012413237,-0.10827757720274313,47,559.0,42.26128582061192,0.7510695372377056,HC3,tested,,0.9855136516078267
GGM-0000190,aspartate,aspartate,AMP,AMP,unresolved,ASS1,1,MAR03811,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ASS1,606,14,14,236,370,0.05294480277894564,0.10024682288990663,0.5973990839426168,-0.14353535964983685,0.24942496520772814,-0.10832164444582064,-0.055376841666874996,47,559.0,41.311640940698176,0.5835717231329722,HC3,tested,,0.9855136516078267
GGM-0000179,arginine,arginine,NADP,NADP+,unresolved,NOS3,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS3,606,14,14,236,370,0.0753969705111997,0.14427747726719015,0.601264407633261,-0.2073816887127894,0.3581756297351888,-0.014064016421547233,0.06133295408965247,47,559.0,45.688345254169114,0.9230442679602556,HC3,tested,,0.9855136516078267
GGM-0000292,glycine,glycine,sarcosine,sarcosine,unresolved,PIPOX,1,MAR03849,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PIPOX,606,14,14,236,370,0.06137624376894529,0.11864612402737203,0.6049432020207797,-0.17116588622997622,0.2939183737678668,-0.08253966042627268,-0.02116341665732739,47,559.0,45.623805254617125,0.8342182203533242,HC3,tested,,0.9855136516078267
GGM-0000196,aspartate,aspartate,glutamate,glutamate,unresolved,GOT2,1,MAR03827,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GOT2,606,14,14,236,370,-0.0543897181600097,0.10623437692368845,0.6086660488150493,-0.26260527085049207,0.1538258345304727,0.030386261860371033,-0.024003456299638664,47,559.0,53.383000537504365,0.6545485776740456,HC3,tested,,0.9855136516078267
GGM-0000272,glutamate,glutamate,tyrosine,tyrosine,unresolved,GOT1,1,MAR06768,0,,"Phenylalanine, tyrosine and tryptophan biosynthesis",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GOT1,606,14,14,236,370,-0.05492290031800049,0.10978807063787754,0.6168899626718576,-0.2701035647003799,0.1602577640643789,0.06434295242821915,0.009420052110218659,47,559.0,47.41349954566247,0.5990976863862811,HC3,tested,,0.9855136516078267
GGM-0000018,AMP,AMP,adenosine,adenosine,unresolved,NT5C1A,1,MAR04010,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1A,606,14,14,236,370,0.05767700137873811,0.11650141133578844,0.6205467853636746,-0.17066156898749363,0.28601557174496983,-0.037880339717447406,0.019796661661290703,47,559.0,44.36757662472308,0.9920216963698358,HC3,tested,,0.9855136516078267
GGM-0000183,arginine,arginine,glycine,glycine,unresolved,GATM,1,MAR04582,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GATM,606,14,14,236,370,-0.04550914092358586,0.09266100731077259,0.6233303797749244,-0.22712137802390278,0.13610309617673108,-0.03422136335095294,-0.07973050427453879,47,559.0,50.61248052563502,0.7308689289573032,HC3,tested,,0.9855136516078267
GGM-0000005,AMP,AMP,GMP,GMP,unresolved,TREX1,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX1,606,14,14,236,370,-0.03519278949743425,0.07206897764001986,0.6253225454162512,-0.17644539007449567,0.10605981107962716,0.05815619762029385,0.022963408122859602,47,559.0,61.61666076863546,0.7481476179198513,HC3,tested,,0.9855136516078267
GGM-0000216,choline,choline,acetylcholine,acetylcholine,unresolved,BCHE,1,MAR00641,0,,Glycerophospholipid metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BCHE,606,14,14,236,370,-0.05648911335510048,0.11795570436132785,0.6320090077728979,-0.28767804567435723,0.1746998189641563,0.02504915569409768,-0.0314399576610028,47,559.0,104.91318809775188,0.6912305515948836,HC3,tested,,0.9855136516078267
GGM-0000006,AMP,AMP,GMP,GMP,unresolved,TREX2,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX2,606,14,14,236,370,-0.04592374192535136,0.09601148455464212,0.632425957331626,-0.2341027937546736,0.14225530990397087,0.027817679002776007,-0.018106062922575356,47,559.0,44.50526617306542,0.7440637960965155,HC3,tested,,0.9855136516078267
GGM-0000268,glutamate,glutamate,ornithine,ornithine,unresolved,OAT,1,MAR03807,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: OAT,606,14,14,236,370,0.05843821681686961,0.1237947304967638,0.6368858286399199,-0.1841949964326297,0.30107143006636894,0.04901226364084017,0.10745048045770977,47,559.0,44.019313322603324,0.6337372954364097,HC3,tested,,0.9855136516078267
GGM-0000152,NADP,NADP+,trimethylamine-N-oxide,trimethylamine-N-oxide,unresolved,FMO3,1,MAR09514,0,,Isolated,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FMO3,606,14,14,236,370,0.11301022857425526,0.24156253873145828,0.6399060879209042,-0.36044364735346485,0.5864641045019754,-0.08315739545775523,0.029852833116500027,47,559.0,64.03042597425562,0.9995642081680631,HC3,tested,,0.9855136516078267
GGM-0000205,betaine,betaine,dimethylglycine,dimethylglycine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT,606,14,14,236,370,0.04848980013410669,0.10450157038699626,0.6426403996954698,-0.1563295141522834,0.2533091144204968,0.005324585878315312,0.053814386012422,47,559.0,44.1087428265637,0.999021645711317,HC3,tested,,0.9855136516078267
GGM-0000168,aconitate,cis-aconitate,citrate,citrate,unresolved,ACO2,1,MAR04458,0,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACO2,606,14,14,236,370,0.033723025119271804,0.07328836318174344,0.6454145819337793,-0.10991952720283665,0.17736557744138026,-0.01975892786892152,0.013964097250350284,47,559.0,50.978166688016614,0.5993971040568384,HC3,tested,,0.9855136516078267
GGM-0000066,CMP,CMP,UMP,UMP,unresolved,RAD1;RAD9A,2,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: RAD1;RAD9A,606,14,14,236,370,-0.0342856482605172,0.07477391153832445,0.6465758775425496,-0.1808398218588171,0.11226852533778273,0.08368473506505197,0.049399086804534774,47,559.0,42.64905750091636,0.7335500032145853,HC3,tested,,0.9855136516078267
GGM-0000225,dimethylglycine,dimethylglycine,methionine,methionine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT,606,14,14,236,370,-0.06375366916211918,0.14128037867352886,0.6518047948519006,-0.34065812308441645,0.21315078476017812,0.0513681515280352,-0.012385517634083978,47,559.0,40.40408467415418,0.999078015700602,HC3,tested,,0.9855136516078267
GGM-0000017,AMP,AMP,adenosine,adenosine,unresolved,NT5C,1,MAR04010,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C,606,14,14,236,370,0.05087975732117092,0.11484273177822817,0.6577378515775244,-0.17420786085034984,0.2759673754926917,-0.013220007496144888,0.03765974982502603,47,559.0,60.455794576815826,0.8894522923435628,HC3,tested,,0.9855136516078267
GGM-0000106,NAD,NAD+,beta-alanine,beta-alanine,unresolved,ALDH9A1,1,MAR07993,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH9A1,606,14,14,236,370,0.03813402826708798,0.08649207319757332,0.6592881292013231,-0.13138732014835786,0.2076553766825338,-0.03118785383558276,0.006946174431505216,47,559.0,40.6122806666452,0.6548540832551712,HC3,tested,,0.9855136516078267
GGM-0000023,AMP,AMP,adenosine,adenosine,unresolved,NT5M,1,MAR04081,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5M,606,14,14,236,370,-0.05122387631986411,0.1164710435783912,0.6600825189360213,-0.279502926975306,0.1770551743355778,-0.01385731688595956,-0.06508119320582367,47,559.0,94.77005833014461,0.7671747477434718,HC3,tested,,0.9855136516078267
GGM-0000086,GMP,GMP,guanosine,guanosine,unresolved,NT5C1A,1,MAR04449,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1A,606,14,14,236,370,0.04444411130896908,0.10107236443403099,0.660135821567182,-0.15365408281403875,0.2425423054319769,-0.0010769214595017448,0.04336718984946734,47,559.0,44.209464049466774,0.9928148840833579,HC3,tested,,0.9855136516078267
GGM-0000202,beta-alanine,beta-alanine,histidine,histidine,unresolved,CNDP2,1,MAR04427,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CNDP2,606,14,14,236,370,0.0458875066451922,0.10446394378748573,0.6604684748343036,-0.15885806086129656,0.25063307415168096,-0.01972914515176968,0.02615836149342252,47,559.0,45.56938392532884,0.5825680632171276,HC3,tested,,0.9855136516078267
GGM-0000171,adenosine,adenosine,homocysteine,homocysteine,unresolved,AHCY,1,MAR03877,0,,Cysteine and methionine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AHCY,606,14,14,236,370,-0.046506342882397446,0.10668910187143756,0.6629054537236021,-0.25561314009333996,0.16260045432854506,0.010177124169325511,-0.03632921871307193,47,559.0,47.2370461598457,0.7228274760547749,HC3,tested,,0.9855136516078267
GGM-0000235,glutamate,glutamate,NAD,NAD+,unresolved,GLUD2,1,MAR03802,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLUD2,606,14,14,236,370,0.055153432138697236,0.12945919346948773,0.6700863689904839,-0.19858192452910167,0.3088887888064961,-0.050326897155277994,0.004826534983419242,47,559.0,38.69192009257773,0.6285431914560581,HC3,tested,,0.9855136516078267
GGM-0000230,glucuronate,glucuronate,inositol,inositol,unresolved,MIOX,1,MAR06539,0,,Inositol phosphate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: MIOX,606,14,14,236,370,-0.054628063129034315,0.12960737048004153,0.6733981424495359,-0.3086538414008555,0.19939771514278684,0.1799372835331653,0.12530922040413098,47,559.0,51.75182547983342,0.9030045558061052,HC3,tested,,0.9855136516078267
GGM-0000234,glutamate,glutamate,NAD,NAD+,unresolved,GLUD1,1,MAR03802,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLUD1,606,14,14,236,370,-0.05708620430645235,0.14088615066863464,0.6853350121882136,-0.3332179855374599,0.21904557692455523,0.03531257624944636,-0.021773628057005993,47,559.0,46.073840397398804,0.6807968498653494,HC3,tested,,0.9855136516078267
GGM-0000063,CMP,CMP,GMP,GMP,unresolved,RAD1;RAD9A,2,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: RAD1;RAD9A,606,14,14,236,370,-0.03246266939966608,0.08012800751416146,0.6853781973786972,-0.18951067828037738,0.12458533948104522,0.06502146983966148,0.0325588004399954,47,559.0,42.64905750091636,0.7335500032145853,HC3,tested,,0.9855136516078267
GGM-0000307,ornithine,ornithine,putrescine,putrescine,unresolved,ODC1,1,MAR04212,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ODC1,606,14,14,236,370,-0.04172792319813441,0.10401252504641786,0.6882863418289658,-0.24558872623018374,0.1621328798339149,0.0537958084630637,0.012067885264929287,47,559.0,53.404109292412464,0.6231531716898832,HC3,tested,,0.9855136516078267
GGM-0000159,UMP,UMP,uridine,uridine,unresolved,NT5C1B,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1B,606,14,14,236,370,-0.051394170903474964,0.12890562794295884,0.690117143157856,-0.3040445590761943,0.20125621726924436,-0.0019142283829252072,-0.053308399286400174,47,559.0,58.651666768277664,0.8630735491455745,HC3,tested,,0.9855136516078267
GGM-0000212,carnosine,carnosine,histidine,histidine,unresolved,CNDP1,1,MAR04427,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CNDP1,606,14,14,236,370,-0.040147541020684234,0.10234913990381393,0.6948656289475095,-0.24074816908081084,0.16045308703944236,0.04212914383853286,0.001981602817848628,47,559.0,55.64280116614254,0.9607516620159576,HC3,tested,,0.9855136516078267
GGM-0000166,UMP,UMP,uridine,uridine,unresolved,UCK2,1,MAR03969,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UCK2,606,14,14,236,370,-0.05072071949710985,0.13114531374674368,0.6989397753849156,-0.3077608111819331,0.20631937218771343,0.14342055054225258,0.09269983104514273,47,559.0,47.32674535706393,0.8299295606160405,HC3,tested,,0.9855136516078267
GGM-0000087,GMP,GMP,guanosine,guanosine,unresolved,NT5C1B,1,MAR04449,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1B,606,14,14,236,370,0.03681591316220083,0.0965679429004706,0.7030224767578939,-0.15245377698384194,0.22608560330824362,0.02496725180894133,0.061783164971142154,47,559.0,67.13296983667931,0.672520189872841,HC3,tested,,0.9855136516078267
GGM-0000132,NADP,NADP+,citrulline,citrulline,unresolved,NOS3,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS3,606,14,14,236,370,0.04598434856641305,0.12331624550847727,0.7092245582816635,-0.1957110513389016,0.28767974847172767,-0.013209833810567442,0.032774514755845606,47,559.0,40.166244576467385,0.9249007217432572,HC3,tested,,0.9855136516078267
GGM-0000186,arginine,arginine,ornithine,ornithine,unresolved,GATM,1,MAR04582,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GATM,606,14,14,236,370,0.032359630513165184,0.08919278276538342,0.716750196715687,-0.14245501138789118,0.20717427241422154,-0.03932344799548175,-0.006963817482316566,47,559.0,50.61248052563502,0.7308689289573032,HC3,tested,,0.9855136516078267
GGM-0000286,glycine,glycine,alanine,alanine,unresolved,KLK2,1,MAR09475,0,,Isolated,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: KLK2,606,14,14,236,370,0.055662410510673284,0.15787280402847884,0.7244051513101324,-0.2537625995234952,0.3650874205448418,-0.0751362468209739,-0.01947383631030062,47,559.0,44.740604390290436,0.9706798343701205,HC3,tested,,0.9855136516078267
GGM-0000284,glycine,glycine,alanine,alanine,unresolved,AGXT2,1,MAR04788,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AGXT2,606,14,14,236,370,0.0342350528984293,0.09730633459929634,0.7249675682509521,-0.1564818583837953,0.22495196418065388,0.010986690478589693,0.045221743377018994,47,559.0,45.48889234625546,0.9463307773534717,HC3,tested,,0.9855136516078267
GGM-0000043,AMP,AMP,cAMP,cAMP,unresolved,PDE7B,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE7B,606,14,14,236,370,-0.05061935986279191,0.14521230225773354,0.7273981526890043,-0.335230242400094,0.23399152267451018,0.035850495028993914,-0.014768864833797996,47,559.0,50.66625969955583,0.9358221175619282,HC3,tested,,0.9855136516078267
