hypothesis_id,metabolite_a,metabolite_a_name,metabolite_b,metabolite_b_name,direction_status,genes,gene_count,reaction_ids,reaction_distance,intermediate_metabolites,subsystems,contains_transport_reaction,review_priority,pathway_source,path_search_truncated,signature_prevalence,expected_discovery_carriers,expected_replication_carriers,discovery_power,replication_power,eligible,ineligibility_reason
GGM-0000040,AMP,AMP,cAMP,cAMP,unresolved,PDE6G,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE6G
GGM-0000041,AMP,AMP,cAMP,cAMP,unresolved,PDE6H,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE6H
GGM-0000042,AMP,AMP,cAMP,cAMP,unresolved,PDE7A,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE7A
GGM-0000043,AMP,AMP,cAMP,cAMP,unresolved,PDE7B,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE7B
GGM-0000044,AMP,AMP,cAMP,cAMP,unresolved,PDE8A,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE8A
GGM-0000045,AMP,AMP,cAMP,cAMP,unresolved,PDE8B,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE8B
GGM-0000046,AMP,AMP,carnosine,carnosine,unresolved,CARNS1,1,MAR04425,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CARNS1
GGM-0000047,AMP,AMP,citrulline,citrulline,unresolved,ASS1,1,MAR03811,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ASS1
GGM-0000048,AMP,AMP,histidine,histidine,unresolved,CARNS1,1,MAR04425,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CARNS1
GGM-0000049,AMP,AMP,histidine,histidine,unresolved,HARS1,1,MAR05139,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: HARS1
GGM-0000050,AMP,AMP,isoleucine,isoleucine,unresolved,IARS1,1,MAR05140,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: IARS1
GGM-0000051,AMP,AMP,leucine,leucine,unresolved,LARS1,1,MAR05141,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: LARS1
GGM-0000052,AMP,AMP,lysine,lysine,unresolved,KARS1,1,MAR05142,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: KARS1
GGM-0000053,AMP,AMP,methionine,methionine,unresolved,MARS1,1,MAR05143,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: MARS1
GGM-0000054,AMP,AMP,phenylalanine,phenylalanine,unresolved,FARSA;FARSB,2,MAR05145,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FARSA;FARSB
GGM-0000055,AMP,AMP,proline,proline,unresolved,EPRS1,1,MAR05146,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: EPRS1
GGM-0000056,AMP,AMP,taurine,taurine,unresolved,BAAT,1,MAR01841,0,,Bile acid biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BAAT
GGM-0000057,AMP,AMP,threonine,threonine,unresolved,TARS1,1,MAR05148,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TARS1
GGM-0000058,AMP,AMP,tryptophan,tryptophan,unresolved,WARS1,1,MAR05149,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: WARS1
