hypothesis_id,metabolite_a,metabolite_a_name,metabolite_b,metabolite_b_name,direction_status,genes,gene_count,reaction_ids,reaction_distance,intermediate_metabolites,subsystems,contains_transport_reaction,review_priority,pathway_source,path_search_truncated,signature_prevalence,expected_discovery_carriers,expected_replication_carriers,discovery_power,replication_power,eligible,ineligibility_reason
GGM-0000059,AMP,AMP,tyrosine,tyrosine,unresolved,YARS1,1,MAR05130,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: YARS1
GGM-0000060,AMP,AMP,valine,valine,unresolved,VARS1,1,MAR05150,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: VARS1
GGM-0000061,CMP,CMP,GMP,GMP,unresolved,TREX1,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX1
GGM-0000062,CMP,CMP,GMP,GMP,unresolved,TREX2,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX2
GGM-0000063,CMP,CMP,GMP,GMP,unresolved,RAD1;RAD9A,2,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: RAD1;RAD9A
GGM-0000064,CMP,CMP,UMP,UMP,unresolved,TREX1,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX1
GGM-0000065,CMP,CMP,UMP,UMP,unresolved,TREX2,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX2
GGM-0000066,CMP,CMP,UMP,UMP,unresolved,RAD1;RAD9A,2,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: RAD1;RAD9A
GGM-0000067,CMP,CMP,cytidine,cytidine,unresolved,ACP3,1,MAR04177,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACP3
GGM-0000068,CMP,CMP,cytidine,cytidine,unresolved,NT5C1A,1,MAR04177,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1A
GGM-0000069,CMP,CMP,cytidine,cytidine,unresolved,NT5C1B,1,MAR04177,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1B
